genes_names,lfc_cluster2
KRT7,-0.09791714730071063
KRT8,-0.24250286991272724
KRT18,-0.16722727812350682
ATP5B,0.14767238243482314
MDM2,-0.4830974914671551
SYT1,-0.4098088258052464
BTG1,-0.20138737957903888
VEZT,-0.35186375450019847
TMPO,0.22905387065754937
C12orf75,-0.27700970549134624
ATP2A2,-0.18882169802497478
TESC,0.2818816305565842
UBC,-0.15981854237791496
RAN,0.18997776096790842
GPX2,-0.4753408138351237
EIF2S1,0.2550560051137759
ZFP36L1,-0.3364021843994479
NPC2,-0.38235316368805355
SNW1,0.30098287076992675
TNFAIP2,-0.5519557882467233
EIF5,0.24789256407230492
AHNAK2,-0.6063898492846732
CRIP2,-0.5305162038603698
RP11-680F8.1,-0.1860816905041614
CHP1,-0.34280666145184174
GCNT3,-0.32631892957638814
RPS27L,-0.41433224863581264
CA12,-0.4934963973889359
HACD3,-0.2549302632403302
MFGE8,-0.7171385275459401
SNRPA1,0.2115044460466134
TNFRSF12A,0.1746591560873213
THOC6,0.3450066574903772
ALDOA,0.21069016978190774
MT2A,-0.334679566036882
MT1X,-0.5644530170622114
POLR2C,0.20535116988997812
PSMD7,0.19598296253844297
GINS2,0.426605408921677
CYBA,-0.19083962011317254
GLOD4,0.30414056128126454
PSMB6,0.24341315172923367
PFN1,0.10849492396687513
CTC-524C5.2,0.38025777659432525
EIF5A,0.19023557775737399
MPDU1,0.3334705048235018
TP53,-0.12739533294397906
AURKB,0.30043354569102754
PMP22,0.38467873135737873
ALDH3A1,-0.4678208067060877
SPECC1,-0.47947893167575484
DUSP14,0.4868595294411073
PSMB3,0.28395213434774375
IGFBP4,0.10584109994734645
KRT19,-0.8925866887563321
EIF1,0.22067159551389096
BRCA1,0.4608276541858203
GRN,-0.450784237776385
MRPL10,0.35632116354971133
GIP,-0.48026139982736027
ITGA3,-0.29695575129336643
UTP18,0.4669265918540509
MSI2,-0.4011211310172778
SNHG25,-0.15706764553893796
FDXR,-0.7706963883257996
EIF4A3,0.39715511444762003
ACTG1,0.12902923754304854
RAC3,0.37211942240417234
GALNT1,-0.470401145432216
TRIB3,0.49238324351133506
IDH3B,0.3173107762930735
MAVS,-0.33598508018665546
SMOX,0.31409338929192565
ID1,0.26041328323709056
E2F1,0.4243895035560732
MMP24-AS1,-0.3231661729110129
TGM2,-0.5810498582265646
CYP24A1,-0.1961740500791474
PMEPA1,-0.8663798392006341
PLEKHJ1,0.2638795593436328
CHAF1A,0.4398324700303919
AP1M2,0.22071118070690238
GDF15,0.010750907591277996
PSMD8,0.16820621848102607
LIPE-AS1,-0.5087134599549198
CD3EAP,0.3737096783752255
GRWD1,0.347532763579482
PRMT1,0.337230090189421
C19orf48,0.2916675649408498
RPL28,-0.05348397994232011
UBE2S,0.22870933876651792
ATF4,0.3452962175274161
CCT8,0.287546621126173
PDXK,-0.3049095167818952
MT-ND1,-0.09102850750845236
MT-ND6,-0.1410401735480865
TP53,-0.12739533294397906
