native,name,p_value,term_size,query_size,intersection_size,effective_domain_size,precision,recall,intersections,cluster
GO:0033045,regulation of sister chromatid segregation,1.2980685167887072e-24,104,91,20,21031,0.21978021978021978,0.19230769230769232,"['CDCA8', 'CDC20', 'NUF2', 'CENPF', 'BUB1', 'SPC25', 'TACC3', 'CENPE', 'MAD2L1', 'CCNB1', 'SPDL1', 'RAD21', 'CDK1', 'BUB3', 'DLGAP5', 'PLK1', 'AURKB', 'CDC27', 'BIRC5', 'UBE2C']",8
GO:0006996,organelle organization,1.3160747680808027e-24,3613,91,63,21031,0.6923076923076923,0.017437032936617768,"['CDCA8', 'CDC20', 'NUF2', 'ASPM', 'KIF14', 'NEK2', 'CENPF', 'CENPA', 'BUB1', 'SPC25', 'HJURP', 'SMC4', 'ECT2', 'TACC3', 'CENPE', 'MAD2L1', 'HMGB2', 'CCNB1', 'PTTG1', 'SPDL1', 'HSPA1A', 'ANLN', 'KIF4A', 'HMGB3', 'REEP4', 'CDCA2', 'RAD21', 'CKS2', 'SAPCD2', 'KIF18A', 'CKAP5', 'RNF26', 'KIF5B', 'CDK1', 'KIF20B', 'KIF11', 'BUB3', 'MKI67', 'NCAPD2', 'TUBA1C', 'RACGAP1', 'DYNLL1', 'CKAP2', 'MZT1', 'DLGAP5', 'KNSTRN', 'NUSAP1', 'PIF1', 'KIF23', 'PRC1', 'CCNF', 'ARL6IP1', 'PLK1', 'KIF22', 'AURKB', 'SPAG5', 'TOP2A', 'CDC27', 'BIRC5', 'TPX2', 'UBE2C', 'AURKA', 'UBE2S']",8
GO:0007346,regulation of mitotic cell cycle,1.7873110920466368e-24,496,91,31,21031,0.34065934065934067,0.0625,"['CDCA8', 'CDC20', 'CDKN2C', 'NUF2', 'KIF14', 'NEK2', 'CENPF', 'RRM2', 'BUB1', 'SPC25', 'CENPE', 'MAD2L1', 'CCNB1', 'SPDL1', 'ANLN', 'CDCA2', 'RAD21', 'CKS2', 'CDK1', 'KIF20B', 'BUB3', 'MKI67', 'DLGAP5', 'NUSAP1', 'PLK1', 'AURKB', 'CDC27', 'BIRC5', 'UBE2C', 'AURKA', 'GTSE1']",8
GO:0033044,regulation of chromosome organization,3.461402198693893e-24,248,91,25,21031,0.27472527472527475,0.10080645161290322,"['CDCA8', 'CDC20', 'NUF2', 'NEK2', 'CENPF', 'BUB1', 'SPC25', 'SMC4', 'TACC3', 'CENPE', 'MAD2L1', 'CCNB1', 'SPDL1', 'RAD21', 'CDK1', 'BUB3', 'NCAPD2', 'DLGAP5', 'PIF1', 'PLK1', 'AURKB', 'TOP2A', 'CDC27', 'BIRC5', 'UBE2C']",8
GO:1905818,regulation of chromosome separation,6.763578785032777e-24,74,91,18,21031,0.1978021978021978,0.24324324324324326,"['CDCA8', 'CDC20', 'NUF2', 'CENPF', 'BUB1', 'SPC25', 'SMC4', 'MAD2L1', 'CCNB1', 'SPDL1', 'RAD21', 'BUB3', 'NCAPD2', 'DLGAP5', 'PLK1', 'AURKB', 'BIRC5', 'UBE2C']",8
GO:0007091,metaphase/anaphase transition of mitotic cell cycle,1.0970962275081002e-23,94,91,19,21031,0.2087912087912088,0.20212765957446807,"['CDCA8', 'CDC20', 'NUF2', 'CENPF', 'BUB1', 'SPC25', 'TACC3', 'CENPE', 'MAD2L1', 'CCNB1', 'SPDL1', 'RAD21', 'BUB3', 'DLGAP5', 'PLK1', 'AURKB', 'CDC27', 'BIRC5', 'UBE2C']",8
GO:0044784,metaphase/anaphase transition of cell cycle,2.105485221352701e-23,97,91,19,21031,0.2087912087912088,0.1958762886597938,"['CDCA8', 'CDC20', 'NUF2', 'CENPF', 'BUB1', 'SPC25', 'TACC3', 'CENPE', 'MAD2L1', 'CCNB1', 'SPDL1', 'RAD21', 'BUB3', 'DLGAP5', 'PLK1', 'AURKB', 'CDC27', 'BIRC5', 'UBE2C']",8
GO:0051304,chromosome separation,4.153625990305497e-23,81,91,18,21031,0.1978021978021978,0.2222222222222222,"['CDCA8', 'CDC20', 'NUF2', 'CENPF', 'BUB1', 'SPC25', 'SMC4', 'MAD2L1', 'CCNB1', 'SPDL1', 'RAD21', 'BUB3', 'NCAPD2', 'DLGAP5', 'PLK1', 'AURKB', 'BIRC5', 'UBE2C']",8
GO:0050000,chromosome localization,5.726079895137237e-23,124,91,20,21031,0.21978021978021978,0.16129032258064516,"['CDCA8', 'NUF2', 'KIF14', 'NEK2', 'CENPF', 'SPC25', 'ECT2', 'CENPE', 'CCNB1', 'SPDL1', 'KIF18A', 'BUB3', 'RACGAP1', 'DLGAP5', 'KNSTRN', 'KIF22', 'AURKB', 'SPAG5', 'BIRC5', 'FAM83D']",8
GO:0051310,metaphase chromosome alignment,5.942095456134823e-23,102,91,19,21031,0.2087912087912088,0.18627450980392157,"['CDCA8', 'NUF2', 'KIF14', 'NEK2', 'CENPF', 'SPC25', 'ECT2', 'CENPE', 'CCNB1', 'SPDL1', 'KIF18A', 'BUB3', 'RACGAP1', 'KNSTRN', 'KIF22', 'AURKB', 'SPAG5', 'BIRC5', 'FAM83D']",8
GO:0033043,regulation of organelle organization,6.143979467187851e-23,1173,91,40,21031,0.43956043956043955,0.03410059676044331,"['CDCA8', 'CDC20', 'NUF2', 'NEK2', 'CENPF', 'BUB1', 'SPC25', 'SMC4', 'ECT2', 'TACC3', 'CENPE', 'MAD2L1', 'CCNB1', 'SPDL1', 'HSPA1A', 'CDCA2', 'RAD21', 'KIF18A', 'CKAP5', 'CDK1', 'KIF20B', 'BUB3', 'MKI67', 'NCAPD2', 'DYNLL1', 'CKAP2', 'DLGAP5', 'NUSAP1', 'PIF1', 'CCNF', 'ARL6IP1', 'PLK1', 'AURKB', 'SPAG5', 'TOP2A', 'CDC27', 'BIRC5', 'TPX2', 'UBE2C', 'AURKA']",8
GO:0090068,positive regulation of cell cycle process,2.853936860058616e-22,257,91,24,21031,0.26373626373626374,0.0933852140077821,"['CDCA8', 'CDC20', 'KIF14', 'RRM2', 'BUB1', 'SMC4', 'ECT2', 'MAD2L1', 'CCNB1', 'DBF4', 'RAD21', 'CDK1', 'KIF20B', 'NCAPD2', 'RACGAP1', 'DLGAP5', 'NUSAP1', 'KIF23', 'AURKB', 'SPAG5', 'BIRC5', 'FAM83D', 'UBE2C', 'AURKA']",8
GO:0051303,establishment of chromosome localization,8.216440707912232e-22,116,91,19,21031,0.2087912087912088,0.16379310344827586,"['CDCA8', 'NUF2', 'KIF14', 'NEK2', 'CENPF', 'SPC25', 'ECT2', 'CENPE', 'CCNB1', 'SPDL1', 'KIF18A', 'BUB3', 'RACGAP1', 'KNSTRN', 'KIF22', 'AURKB', 'SPAG5', 'BIRC5', 'FAM83D']",8
GO:0010965,regulation of mitotic sister chromatid separation,8.457007882772671e-22,59,91,16,21031,0.17582417582417584,0.2711864406779661,"['CDCA8', 'CDC20', 'NUF2', 'CENPF', 'BUB1', 'SPC25', 'MAD2L1', 'CCNB1', 'SPDL1', 'RAD21', 'BUB3', 'DLGAP5', 'PLK1', 'AURKB', 'BIRC5', 'UBE2C']",8
GO:0051306,mitotic sister chromatid separation,2.085817943071099e-21,62,91,16,21031,0.17582417582417584,0.25806451612903225,"['CDCA8', 'CDC20', 'NUF2', 'CENPF', 'BUB1', 'SPC25', 'MAD2L1', 'CCNB1', 'SPDL1', 'RAD21', 'BUB3', 'DLGAP5', 'PLK1', 'AURKB', 'BIRC5', 'UBE2C']",8
GO:0033047,regulation of mitotic sister chromatid segregation,1.8674595129684753e-20,54,91,15,21031,0.16483516483516483,0.2777777777777778,"['CDCA8', 'CDC20', 'NUF2', 'CENPF', 'BUB1', 'SPC25', 'MAD2L1', 'CCNB1', 'SPDL1', 'RAD21', 'CDK1', 'BUB3', 'PLK1', 'AURKB', 'BIRC5']",8
GO:0030071,regulation of mitotic metaphase/anaphase transition,2.3289934023968857e-20,90,91,17,21031,0.18681318681318682,0.18888888888888888,"['CDCA8', 'CDC20', 'NUF2', 'CENPF', 'BUB1', 'SPC25', 'CENPE', 'MAD2L1', 'CCNB1', 'SPDL1', 'RAD21', 'BUB3', 'DLGAP5', 'PLK1', 'AURKB', 'BIRC5', 'UBE2C']",8
GO:1902099,regulation of metaphase/anaphase transition of cell cycle,4.2562027789135233e-20,93,91,17,21031,0.18681318681318682,0.1827956989247312,"['CDCA8', 'CDC20', 'NUF2', 'CENPF', 'BUB1', 'SPC25', 'CENPE', 'MAD2L1', 'CCNB1', 'SPDL1', 'RAD21', 'BUB3', 'DLGAP5', 'PLK1', 'AURKB', 'BIRC5', 'UBE2C']",8
GO:1901990,regulation of mitotic cell cycle phase transition,1.363962285094555e-19,332,91,24,21031,0.26373626373626374,0.07228915662650602,"['CDCA8', 'CDC20', 'CDKN2C', 'NUF2', 'KIF14', 'CENPF', 'RRM2', 'BUB1', 'SPC25', 'CENPE', 'MAD2L1', 'CCNB1', 'SPDL1', 'ANLN', 'RAD21', 'CDK1', 'BUB3', 'DLGAP5', 'PLK1', 'AURKB', 'BIRC5', 'UBE2C', 'AURKA', 'GTSE1']",8
