genes_names,lfc_cluster3
ACTR3,-0.2462488360054614
SSB,-0.13721523301220737
AC013461.1,-0.13361898238146158
NFE2L2,-0.282687802268286
MYO1B,-0.8100278089221042
HSPD1,-0.08705220668835223
BZW1,0.22374785570967465
CFLAR,0.19805932630532297
METTL21A,0.17568179397562989
IDH1,-0.3125578294977852
ACSL3,0.2321786971520621
SERPINE2,0.6185257408619352
AGFG1,-0.37656679937417503
HJURP,-0.37292920488444425
ARL4C,0.742920922925044
COPS8,0.3373868273088474
MLPH,0.5302009635855705
GPC1,-0.44558277750979447
LMCD1,-0.417367072818358
THUMPD3-AS1,-0.2802069807035802
SEC13,0.29764205778371455
AZI2,0.22072247426340216
KIF9,0.5015317743352955
MAP4,-0.3175487463993907
GPX1,0.1983142692807223
DAG1,-0.42406258230910815
TKT,-0.47128407271790873
C3orf14,-0.26072740642964726
CHMP2B,-0.16076310280154588
DCBLD2,0.5139314113750232
BBX,0.2202774230706359
B4GALT4,-0.6978795900415511
TIMMDC1,0.27886773619324984
MGLL,-0.4038506866909929
TM4SF1,0.25718663433623773
SMC4,-0.2590735078622386
RPL22L1,0.0776085450850779
ECT2,0.2726060599447014
ALG3,0.19472877624289706
MAP3K13,-0.25201946453775487
CCDC50,0.4406105627164915
LYAR,0.3552224696523171
WDR1,-0.4185442298491857
KLHL5,-0.4495810173955629
LIMCH1,-0.35351207616513075
OCIAD2,0.5077355681241943
IGFBP7,-0.8578363706714855
CXCL5,1.1430573024874024
CXCL3,0.7934711303161524
MTHFD2L,0.1879833587762371
EREG,0.7367713129873967
AREG,0.49231398839137425
PDLIM5,0.19991593488786435
ANXA5,0.15375313523646209
PGRMC2,-0.40577689415391066
PALLD,-1.1494310078079393
HPGD,0.46509442231796233
TRIML2,-0.7039187657944443
CCT5,-0.15613390950791847
DAP,0.5008956155771177
MYO10,-0.42911560443397323
BASP1,-0.2723779235967384
RAI14,0.30330892414149996
HMGCS1,-0.879173293778674
ITGA2,0.42024349588522203
MOCS2,0.3653616841060663
FST,0.8065630926809592
PLK2,-0.4705797673713338
CENPK,-0.19684923410011387
MAP1B,-0.39417653156332344
MRPS27,-0.3100751163605206
F2RL1,0.8222640951661042
GLRX,0.1308458438776752
LINC01184,0.23519871069935444
PITX1,-0.2570312098500371
TGFBI,-0.26153410492765333
NR3C1,-0.5169563080206917
TNIP1,-0.26983707473517565
G3BP1,-0.28949450314659086
NPM1,-0.05733663551871958
DUSP1,-0.14877098087925905
CPLX2,-1.0920184159928035
NSD1,-0.28100518555188925
PRR7,0.2659930390893124
TRIM7,0.4635916663158196
GNB2L1,-0.012248042833399248
SERPINB1,-0.27878037340056994
SERPINB6,0.24094686433332582
SOX4,0.5336640630053783
HIST1H1C,0.20337619571673554
PPP1R11,0.22113783779541632
MRPS18B,0.23102361931110707
TUBB,-0.24916895836204922
IER3,0.7396070620975471
CLIC1,0.28223222032354756
HMGA1,0.5314256425320896
C6orf1,0.7484053120132669
CCND3,-0.8375494453067557
HSP90AB1,-0.19603068721298494
PTP4A1,0.0906912209870638
EEF1A1,-0.08675513436338295
ME1,-0.3441776460885866
NT5E,0.8462197238072713
SYNCRIP,-0.19918752853019558
NDUFAF4,0.2613830014269389
POPDC3,0.2731107159646028
CD24,-0.40341761470868576
MARCKS,0.22020032075470064
TPD52L1,-0.537457858570599
RSPO3,-0.30418759001368323
MAP7,-0.7727903416606006
AKAP12,0.7224006611420425
EZR,-0.2959268168004239
ACAT2,-0.5774782351103718
PSMB1,0.08279541472443949
ACTB,-0.22285790150116883
FSCN1,0.3756113649388187
ZDHHC4,0.24713465323338363
AGR2,0.4169660434525812
HOTAIRM1,0.27950762219703124
SEPT7,-0.16436666936895683
EPDR1,-0.5760183668951298
STK17A,0.3057395292063796
TNS3,-0.8849790228141757
VOPP1,-0.34188556884035753
GBAS,0.20479741799690834
SBDS,0.4420090123935402
PTPN12,0.33092851015224
TP53TG1,-0.23800482242107862
FAM133B,-0.18621698726497732
TFPI2,0.7722639323305864
GNG11,0.5598163871498653
BET1,0.21156449952173137
PEG10,0.21433762372485513
SDHAF3,0.34232095252308364
ARPC1B,0.17196114701395113
ZNF655,0.12430056903650771
PPP1R35,0.27609005396026276
TSC22D4,0.2847902464785729
TRIP6,-0.4344175504305233
KMT2E,-0.21512466140571218
NAMPT,-0.42067237928658074
IFRD1,0.2343823937069346
LINC00998,0.1742535987323732
CAV2,-0.2542078962972841
CAV1,-0.16901593377004195
FAM3C,0.3116989092877468
NDUFA5,0.41366631139024757
HILPDA,-0.10755691919032541
AKR1B1,-0.0664590845087054
AKR1B10,-0.8629707151093368
C7orf55,0.26038454483641194
SSBP1,0.13608592388429686
SLC25A6,0.07200448567137357
SH3KBP1,0.7947214043728237
PRDX4,0.16523854776524277
SAT1,0.4340770273755091
EIF2S3,-0.20635767286536896
NR0B1,-0.43321226895916953
TIMP1,0.4730674154058298
PCSK1N,-0.3963904506565261
IQSEC2,0.2775231050279412
RPS4X,-0.028708728609247405
WBP5,-0.1870944009808151
MORC4,0.8510369514797076
MCTS1,0.2975339716704815
HPRT1,-0.2087384732475679
FAM127A,-0.19662203144826923
LDOC1,0.3632557840088831
HMGB3,-0.07078745529643941
FLNA,-0.4310508406618768
FDFT1,-0.5959521647231215
CTSB,0.4687207089253171
MTUS1,-0.5035499914113625
PCM1,-0.35148801676260094
ASAH1,-0.37162171671753635
DOCK5,-0.18478691747410955
DPYSL2,-0.691883160613092
CLU,-0.2770436266168447
DUSP4,1.3924616136915515
EIF4EBP1,0.15560076872469725
FGFR1,-0.5659088665576232
SFRP1,1.761705541880095
VDAC3,-0.19118734851460825
CEBPD,-0.8463736964897505
TRAM1,-1.3282687644286906
TMEM70,0.2670649886584531
ZFAND1,0.2716655559932148
EBAG9,0.33365249086957166
SQLE,-0.5645045433320512
MYC,0.2392670170300092
LY6K,0.6462725852685233
VPS28,0.4739602175543104
C8orf82,0.3211001120412017
AK3,0.2619297070563845
RP11-408N14.1,0.42778089279812587
DNAJA1,-0.16453819424577637
CHMP5,0.3530968908428132
TPM2,-0.23728193850715323
CREB3,0.21080793703997613
SHB,0.39911190506100397
ALDH1A1,-0.44281227552529967
ANXA1,-0.20143451204588803
PSAT1,0.1294813765928842
CTSL,1.5456529424810304
CKS2,0.14261367421341592
CTNNAL1,0.41397761199253913
TXN,-0.05118748426160384
PTGR1,-0.3154388998307439
PAPPA,0.2944116040654832
RABEPK,0.2605623946002785
PPP2R4,-0.25487988365257347
PTGES,1.8039836357924202
C9orf78,0.16283266645506198
SDCCAG3,0.207176019816093
NPDC1,-0.13812389518073365
TUBB4B,-0.15183728797343138
RASSF7,-0.42086941660000443
TALDO1,-0.1420488525775824
CTSD,-0.25377796619537046
PHLDA2,1.1932523381834312
TMEM9B,0.20813923654718527
ADM,-1.2005061008654845
EIF4G2,-0.2633290966626586
RRAS2,-0.28627161143406094
LDHA,0.18952448147965245
BDNF,0.5177873832045392
CD59,0.5635186473241685
APIP,0.2630059253498425
CD44,0.8859568627309445
MDK,-0.2403274637390759
RTN4RL2,-0.7913988932292617
FADS2,-0.6573734458660667
AHNAK,-0.06001926819069674
B3GAT3,0.3081692167612503
SLC3A2,-0.441749248310224
PLA2G16,-0.23611524976946283
RTN3,-0.3265622541170663
TRPT1,0.3652814662656772
NUDT22,0.5277512573819478
RP11-783K16.5,0.4281680561768232
ESRRA,0.3357160526762986
NEAT1,-0.21835876253511347
FAM89B,0.2888236801402108
CCDC85B,0.0857883895108298
FOSL1,0.5753849289546898
RAB1B,0.30097902046796166
ZDHHC24,0.28218331007740477
ALDH3B1,-0.43510839285150327
GAL,0.5029437079741108
MYEOV,0.4035747485845592
DHCR7,-0.3982827592582034
UCP2,-0.8861864196994361
CCDC90B,0.1223521267729797
PRSS23,-0.42999927100811597
CTSC,0.2666767318331744
CHORDC1,-0.23093473400316034
DDX10,1.8082508456111952
RDX,-0.17171051863956693
IL18,-0.4572577701622777
NNMT,0.2936975241230998
HSPA8,-0.08986577701104646
GRAMD1B,0.3280061885490616
IDI1,-0.35542915872869646
AKR1C2,-1.2480607074042551
AKR1C1,-0.6451377205606214
AKR1C3,-1.1650477636048227
NET1,0.2543444205036239
PFKFB3,-0.6726034761684766
RP11-554I8.2,-0.20709392680313873
FAM107B,0.697123098250593
VIM,0.24954397545141282
HACD1,-0.3331324843419035
CASC10,-0.3287264846279863
DNAJC1,0.16694602577888046
COMMD3,0.10814247746541353
KIF5B,0.13897044122499003
ITGB1,0.020003813817645946
ANXA8L1,-0.5533189181650107
CH17-360D5.2,-0.7101211572737698
DKK1,0.622028698936423
BICC1,-0.539075931173777
SRGN,0.511398144424972
PSAP,-0.16512847060305352
DDIT4,0.1357923363796401
PLAU,0.4093618853461582
KCNMA1,1.1975326809980062
TSPAN14,0.9163634292806132
PDLIM1,-0.18189618941376848
AVPI1,-0.22331874014429237
HPS1,-0.27922289129511946
ABCC2,-0.33961987064512067
SCD,-0.5959030818863478
OBFC1,0.6434307394946895
GSTO1,0.2966121296548618
CTBP2,0.3617246013417786
MKI67,-0.24305130534380473
SPSB2,-0.23221260881496786
LRRC23,-0.20035065281133307
GPRC5A,0.7236895128742208
MGST1,-0.13158902098867167
LDHB,-0.05775325452056876
KRAS,-0.28554069969345786
PPFIBP1,0.5253889032468156
CCDC91,0.28600407159986607
FAM60A,0.2903502506935521
YAF2,-0.25143741896978183
AMIGO2,-0.39179818923476833
SLC48A1,-0.37374358051118817
TUBA1B,-0.2891376315111594
TUBA1C,-0.13807536541842821
SPATS2,0.5967738857117969
KRT7,-0.11623284773780773
KRT8,-0.13326764120194115
KRT18,0.23148085218467773
IGFBP6,0.34663009194530475
MYL6,-0.25222181347150463
CS,-0.2781216845901303
DDIT3,-0.21059993541589425
SRGAP1,-0.2394621964895464
HMGA2,1.0501977703455145
KRR1,0.276698547114288
PHLDA1,1.0060489412873912
BTG1,0.25605599601507295
NUDT4,0.2480614727379492
SLC25A3,-0.08243177190370608
TDG,-0.30563247320806886
TXNRD1,-0.34603680934436254
C12orf75,-0.45737933256711133
CORO1C,-0.2683588023267028
ALKBH2,0.32785677961473597
MAPKAPK5-AS1,0.2944913283756687
TESC,-0.022783406099062046
PXN-AS1,-0.3346976204910451
PXN,0.4198109431039039
DYNLL1,-0.0714894987340824
CLIP1,-0.4532819107489242
SCARB1,-0.4873975580555021
UBC,-0.2942327508037164
BRI3BP,-0.26825803955403504
PXMP2,-0.27018971037215606
TSC22D1,1.7888732485375511
PCDH9,-0.9362559279795749
MZT1,0.1420866609408664
SUPT16H,-0.20672184277359665
AJUBA,-0.6720330832776703
PSME1,-0.3933696946559793
PSME2,-0.22436083370324392
GPX2,-1.3901336235185515
ATP6V1D,0.2567114871758033
ZFP36L1,0.29133318397724983
RBM25,-0.2881883351506922
NPC2,-0.36118654487754565
IFI27L2,0.32058658444481075
MEG3,0.37830854983818424
DYNC1H1,0.4976775841640001
HSP90AA1,-0.09017550056332188
CINP,0.18433455972672025
TNFAIP2,-0.806598910800953
RP11-680F8.1,-0.5191791701822926
TJP1,-0.4348969571229239
AVEN,0.26050934883677673
CHP1,-0.6722642122444014
NUSAP1,-0.3177728765474423
GABPB1-AS1,-0.1691131708556657
ANXA2,-0.10917092597180639
TPM1,-0.42160915444993285
LACTB,-0.726625180331908
RPS27L,-0.15521843266712904
CA12,-0.6348409712577947
HACD3,-0.17894382290739447
PAQR5,0.6624972382521741
PKM,0.187771751482263
UBE2Q2,-0.3108103905915847
FBXO22,0.22453258322895367
PSMA4,-0.08858649593272105
MESDC2,0.2521409563001009
FAM103A1,0.131311867706514
NMB,0.5946649348387346
MRPL46,0.2147813185990381
ISG20,0.5951860623700702
MFGE8,-0.8006275886312934
MESP1,0.8597221464636671
METRN,-0.4931522575570272
HAGH,0.19123800790995463
SNHG19,-0.1974231276261975
TNFRSF12A,0.4064332603420958
UBALD1,0.23745291132111876
EEF2KMT,0.3284426805458277
RMI2,-0.1543551828355732
C16orf45,0.4347875673917628
FOPNL,-0.23677869667325424
ARL6IP1,-0.4395006711330272
NSMCE1,0.33998125300334164
NUPR1,-1.968093749492174
PYCARD,-0.2905373230460089
VPS35,-0.2636340113525611
MT2A,1.079807797157918
MT1A,0.8318858734056643
MT1X,0.48990308908413166
CMTM3,0.3473323272513966
VPS4A,0.3956372695717429
CYB5B,0.4232946842892733
NQO1,0.26928190254865847
PSMD7,-0.1880578065456979
OSGIN1,-0.6481713536552431
C16orf74,-0.3742577392914416
SLC7A5,-0.8588928902343025
FAM101B,-0.5033403826278862
PSMB6,0.048656944900937305
PFN1,0.01841108120162227
KIF1C,-0.4850538546386228
ACADVL,0.3124814608851245
EIF5A,0.0943792104682105
POLR2A,0.2935390709769856
EIF4A1,0.1344422900729016
CHD3,-0.32322690861160763
UBB,0.13255440649934896
ALDH3A1,0.9059605764841856
MAP2K3,0.26308366936603483
TLCD1,-0.16026970178604563
TMEM98,-0.23496655232606034
PSMB3,0.10747449758594707
IGFBP4,0.5849348737110034
TMEM99,0.3479837696560602
EIF1,0.10581003278999238
STAT3,-0.6453399188873454
PTRF,-0.5933995099869813
MLX,0.3158950337577244
BRCA1,-0.4076878194730156
ETV4,0.8632363783663833
G6PC3,0.3131177315676815
UBTF,-0.5052420911268048
C1QL1,-0.5506571974871706
NMT1,-0.26111413113776344
PLCD3,-0.3320387767926242
MRPL10,0.2758231423449084
HOXB8,1.0375667567744555
ITGA3,0.8222762755196226
MMD,-0.18247631580804757
DDX42,-0.25911191555495966
RP11-160O5.1,-0.5139882494857504
PRKCA,0.45080383821045433
C17orf58,0.2610421263030696
KPNA2,-0.35142202483395796
HN1,0.04473456750429662
MIF4GD,0.24405164757563821
UNK,-0.2960551206871771
UBALD2,0.28913643870301126
ACTG1,-0.23203046647256276
SLC16A3,0.3924118165721916
TUBB6,-0.38840454681730324
SOX12,-0.3705172081149103
RBCK1,-0.0036642443375594406
SMOX,1.3253875480181854
PRNP,0.47452495882403123
PYGB,0.4274228146598007
ID1,-0.13329492636526102
BCL2L1,0.2690332584183329
MAPRE1,-0.2657946770039381
E2F1,-0.2863628916119451
PROCR,-0.32992014336425346
MMP24-AS1,-0.3013266255394203
TGM2,1.3169101381090256
TOP1,1.2271880570936973
PKIG,-0.22300918051265325
ZFAS1,0.19034159710752835
CEBPB,0.2686771123115862
CYP24A1,0.23076776908355118
PMEPA1,0.7733224681530477
TCEA2,-0.25019734998326415
CDC34,0.3244938617976685
MISP,-0.3606565131583162
PLEKHJ1,-0.3020954943212242
NFIC,-0.4720046881245621
AP1M2,-1.2878931604075716
CALR,-0.25804020199464395
IER2,0.7062762684818938
DNAJB1,-0.23034809215987928
JUND,-0.6801892034273581
GDF15,0.5383151871004819
HOMER3,0.47425156431104915
LINC00662,0.30597107651552813
SPINT2,0.12020933359279992
PPP1R14A,0.20637825265414103
ACTN4,-0.2548694629152703
PAK4,0.5328460262840631
PSMC4,0.32151380920191436
BLVRB,-0.23427607121334992
SHKBP1,0.4752059704168819
AXL,-0.038332676753952376
ERF,-0.3123196235730383
PLAUR,0.36204804916162486
APOC1,-0.22590065512329643
CD3EAP,0.11457645150285914
VASP,0.45829682791934634
ARHGAP35,-0.3658622377224868
EMP3,0.41295069738015994
BAX,-0.13321547361440073
PIH1D1,0.2530041477335222
IRF3,0.22808830808020478
PTOV1,0.318828807215038
NUP62,-0.2686221455155273
ETFB,0.3346875395124772
CACNG8,0.4556507273361361
TNNT1,0.5780875158225155
UBE2S,0.15783688727547196
RPS4Y1,-0.10297090881365632
EIF1AY,0.23804217762642674
HMOX1,-1.2714966520884403
MYH9,-0.3460114367729213
TRIOBP,0.3273023496544158
WNT7B,-0.7457189179778543
EVA1C,0.6490635902172319
SON,-0.22994753487781885
PDXK,-1.0623418387637655
MT-ND1,-0.12458853479701762
KRAS,-0.28554069969345786
