native,name,p_value,term_size,query_size,intersection_size,effective_domain_size,precision,recall,intersections,cluster
GO:0009057,macromolecule catabolic process,1.9826693771108356e-08,1338,120,31,21031,0.25833333333333336,0.023168908819133034,"['RPS7', 'SSB', 'PSMD6', 'FXR1', 'CAMLG', 'NPM1', 'HSP90AB1', 'EEF1A1', 'PSMB1', 'PSMC2', 'DCAF13', 'PSMC3', 'HSPA8', 'VIM', 'HSP90B1', 'UBC', 'EXOSC8', 'PSME2', 'PSMC6', 'PSMA3', 'PSMC1', 'HSP90AA1', 'ANXA2', 'PSMA4', 'NQO1', 'PSMD7', 'PSMB6', 'UBB', 'PSMB3', 'EIF4A3', 'PSMC4']",7
GO:0070203,regulation of establishment of protein localization to telomere,2.3670190604299854e-08,11,120,6,21031,0.05,0.5454545454545454,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:1904869,regulation of protein localization to Cajal body,2.3670190604299854e-08,11,120,6,21031,0.05,0.5454545454545454,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:1904871,positive regulation of protein localization to Cajal body,2.3670190604299854e-08,11,120,6,21031,0.05,0.5454545454545454,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:0006412,translation,3.064566775953221e-08,723,120,23,21031,0.19166666666666668,0.0318118948824343,"['EIF3I', 'RPS27', 'RPS7', 'SSB', 'EIF2A', 'RPL22L1', 'FXR1', 'EIF4A2', 'NPM1', 'EEF1A1', 'RPS4X', 'CDC123', 'VIM', 'GAPDH', 'PA2G4', 'EIF2S1', 'PKM', 'EIF4A1', 'RPL26', 'EIF1', 'EIF4A3', 'PRMT1', 'RPS4Y1']",7
GO:0006457,protein folding,4.4831700838441027e-08,217,120,14,21031,0.11666666666666667,0.06451612903225806,"['NUDC', 'CCT3', 'CCT4', 'CCT7', 'HSPD1', 'CCT5', 'HSP90AB1', 'PRDX4', 'DNAJA1', 'HSPA8', 'CCT2', 'HSP90B1', 'HSP90AA1', 'CCT8']",7
GO:0070202,regulation of establishment of protein localization to chromosome,4.7120426927159555e-08,12,120,6,21031,0.05,0.5,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:1904867,protein localization to Cajal body,4.7120426927159555e-08,12,120,6,21031,0.05,0.5,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:1903405,protein localization to nuclear body,4.7120426927159555e-08,12,120,6,21031,0.05,0.5,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:0043043,peptide biosynthetic process,6.727068236917804e-08,752,120,23,21031,0.19166666666666668,0.030585106382978722,"['EIF3I', 'RPS27', 'RPS7', 'SSB', 'EIF2A', 'RPL22L1', 'FXR1', 'EIF4A2', 'NPM1', 'EEF1A1', 'RPS4X', 'CDC123', 'VIM', 'GAPDH', 'PA2G4', 'EIF2S1', 'PKM', 'EIF4A1', 'RPL26', 'EIF1', 'EIF4A3', 'PRMT1', 'RPS4Y1']",7
GO:1904816,"positive regulation of protein localization to chromosome, telomeric region",8.710279854979064e-08,13,120,6,21031,0.05,0.46153846153846156,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
KEGG:05020,Prion disease,1.1121757151387148e-07,271,86,17,8484,0.19767441860465115,0.06273062730627306,"['PSMD6', 'TUBB', 'PSMB1', 'PSMC2', 'VDAC3', 'TUBB4B', 'PSMC3', 'HSPA8', 'PSMC6', 'PSMA3', 'EIF2S1', 'PSMC1', 'PSMA4', 'PSMD7', 'PSMB6', 'PSMB3', 'PSMC4']",7
KEGG:05017,Spinocerebellar ataxia,1.1608115646107937e-07,141,86,13,8484,0.1511627906976744,0.09219858156028368,"['PSMD6', 'PSMB1', 'PSMC2', 'VDAC3', 'PSMC3', 'PSMC6', 'PSMA3', 'PSMC1', 'PSMA4', 'PSMD7', 'PSMB6', 'PSMB3', 'PSMC4']",7
GO:1990173,protein localization to nucleoplasm,1.517217528579615e-07,14,120,6,21031,0.05,0.42857142857142855,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:1904874,positive regulation of telomerase RNA localization to Cajal body,2.516948964330149e-07,15,120,6,21031,0.05,0.4,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:1904814,"regulation of protein localization to chromosome, telomeric region",2.516948964330149e-07,15,120,6,21031,0.05,0.4,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:0043604,amide biosynthetic process,2.9404562759235373e-07,887,120,24,21031,0.2,0.02705749718151071,"['EIF3I', 'RPS27', 'RPS7', 'SSB', 'PDHB', 'EIF2A', 'RPL22L1', 'FXR1', 'EIF4A2', 'NPM1', 'EEF1A1', 'RPS4X', 'CDC123', 'VIM', 'GAPDH', 'PA2G4', 'EIF2S1', 'PKM', 'EIF4A1', 'RPL26', 'EIF1', 'EIF4A3', 'PRMT1', 'RPS4Y1']",7
GO:0030163,protein catabolic process,3.055442689056116e-07,968,120,25,21031,0.20833333333333334,0.025826446280991736,"['RPS7', 'PSMD6', 'CAMLG', 'HSP90AB1', 'EEF1A1', 'PSMB1', 'PSMC2', 'DCAF13', 'PSMC3', 'HSPA8', 'HSP90B1', 'UBC', 'PSME2', 'PSMC6', 'PSMA3', 'PSMC1', 'HSP90AA1', 'ANXA2', 'PSMA4', 'NQO1', 'PSMD7', 'PSMB6', 'UBB', 'PSMB3', 'PSMC4']",7
GO:2000573,positive regulation of DNA biosynthetic process,3.9599952688253864e-07,70,120,9,21031,0.075,0.12857142857142856,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'HSP90AB1', 'CCT2', 'HSP90AA1', 'CCT8']",7
GO:0007004,telomere maintenance via telomerase,4.513291285993778e-07,71,120,9,21031,0.075,0.1267605633802817,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'HSP90AB1', 'CCT2', 'HSP90AA1', 'CCT8']",7
KEGG:05010,Alzheimer disease,5.051079948448831e-07,382,86,19,8484,0.22093023255813954,0.049738219895287955,"['CALM2', 'PSMD6', 'TUBB', 'PSMB1', 'PSMC2', 'VDAC3', 'TUBB4B', 'PSMC3', 'GAPDH', 'KRAS', 'PSMC6', 'PSMA3', 'EIF2S1', 'PSMC1', 'PSMA4', 'PSMD7', 'PSMB6', 'PSMB3', 'PSMC4']",7
GO:0050821,protein stabilization,5.345077012215548e-07,215,120,13,21031,0.10833333333333334,0.06046511627906977,"['CCT3', 'RPS7', 'CCT4', 'CCT7', 'HSPD1', 'CCT5', 'CAMLG', 'NPM1', 'HSP90AB1', 'GAPDH', 'CCT2', 'HSP90AA1', 'CCT8']",7
GO:0006278,RNA-templated DNA biosynthetic process,5.827634679262408e-07,73,120,9,21031,0.075,0.1232876712328767,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'HSP90AB1', 'CCT2', 'HSP90AA1', 'CCT8']",7
GO:0010498,proteasomal protein catabolic process,7.645777952804001e-07,496,120,18,21031,0.15,0.036290322580645164,"['PSMD6', 'CAMLG', 'HSP90AB1', 'PSMB1', 'PSMC2', 'DCAF13', 'PSMC3', 'HSP90B1', 'PSME2', 'PSMC6', 'PSMA3', 'PSMC1', 'PSMA4', 'PSMD7', 'PSMB6', 'UBB', 'PSMB3', 'PSMC4']",7
GO:0006417,regulation of translation,8.466321347079472e-07,378,120,16,21031,0.13333333333333333,0.042328042328042326,"['SSB', 'EIF2A', 'FXR1', 'EIF4A2', 'NPM1', 'RPS4X', 'CDC123', 'VIM', 'GAPDH', 'PA2G4', 'EIF2S1', 'PKM', 'RPL26', 'EIF1', 'EIF4A3', 'PRMT1']",7
GO:0070198,"protein localization to chromosome, telomeric region",8.507008635817217e-07,32,120,7,21031,0.058333333333333334,0.21875,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'CCT2', 'CCT8']",7
GO:1904872,regulation of telomerase RNA localization to Cajal body,9.206106635356353e-07,18,120,6,21031,0.05,0.3333333333333333,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:0070200,establishment of protein localization to telomere,9.206106635356353e-07,18,120,6,21031,0.05,0.3333333333333333,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:0043603,amide metabolic process,9.59392578358836e-07,1194,120,27,21031,0.225,0.022613065326633167,"['EIF3I', 'RPS27', 'RPS7', 'SSB', 'PDHB', 'EIF2A', 'RPL22L1', 'FXR1', 'EIF4A2', 'NPM1', 'EEF1A1', 'RPS4X', 'SPCS2', 'CDC123', 'VIM', 'GSTO1', 'GAPDH', 'PA2G4', 'LTA4H', 'EIF2S1', 'PKM', 'EIF4A1', 'RPL26', 'EIF1', 'EIF4A3', 'PRMT1', 'RPS4Y1']",7
GO:0006807,nitrogen compound metabolic process,1.1735806352259094e-06,11995,120,100,21031,0.8333333333333334,0.008336807002917883,"['ENO1', 'NUDC', 'EIF3I', 'RABGGTB', 'ILF2', 'RPS27', 'CCT3', 'RPS7', 'CALM2', 'CCT4', 'MDH1', 'CCT7', 'SSB', 'HSPD1', 'NOP58', 'XRCC5', 'PTMA', 'IMPDH2', 'TKT', 'PDHB', 'PSMD6', 'EIF2A', 'RPL22L1', 'FXR1', 'EIF4A2', 'HNRNPDL', 'CCT5', 'CAMLG', 'THG1L', 'NPM1', 'SRSF3', 'HSP90AB1', 'EEF1A1', 'PCMT1', 'PSMB1', 'ACTB', 'COPS6', 'PSMC2', 'AKR1B1', 'AKR1B10', 'SSBP1', 'PRDX4', 'IGBP1', 'RPS4X', 'PGK1', 'GGH', 'DCAF13', 'DNAJA1', 'ALDH1A1', 'ANXA1', 'TXN', 'TALDO1', 'LDHA', 'PSMC3', 'SPCS2', 'IL18', 'HSPA8', 'AKR1C2', 'AKR1C3', 'CDC123', 'VIM', 'GSTO1', 'GAPDH', 'LDHB', 'KRAS', 'PA2G4', 'CCT2', 'LTA4H', 'HSP90B1', 'UBC', 'EXOSC8', 'PSME2', 'PSMC6', 'PSMA3', 'EIF2S1', 'PSMC1', 'HSP90AA1', 'ANXA2', 'PKM', 'PSMA4', 'ALDOA', 'NQO1', 'PSMD7', 'PSMB6', 'EIF4A1', 'RPL26', 'UBB', 'PSMB3', 'EIF1', 'KPNA2', 'EIF4A3', 'ZFAS1', 'DDX39A', 'PSMC4', 'BLVRB', 'PRMT1', 'ETFB', 'RPS4Y1', 'XRCC6', 'CCT8']",7
GO:0090685,RNA localization to nucleus,1.3392588278212053e-06,19,120,6,21031,0.05,0.3157894736842105,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:0090672,telomerase RNA localization,1.3392588278212053e-06,19,120,6,21031,0.05,0.3157894736842105,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:0090671,telomerase RNA localization to Cajal body,1.3392588278212053e-06,19,120,6,21031,0.05,0.3157894736842105,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:0090670,RNA localization to Cajal body,1.3392588278212053e-06,19,120,6,21031,0.05,0.3157894736842105,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:0032212,positive regulation of telomere maintenance via telomerase,1.346919276227763e-06,34,120,7,21031,0.058333333333333334,0.20588235294117646,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'CCT2', 'CCT8']",7
KEGG:05014,Amyotrophic lateral sclerosis,1.431243049615697e-06,363,86,18,8484,0.20930232558139536,0.049586776859504134,"['PSMD6', 'TUBB', 'SRSF3', 'PSMB1', 'ACTB', 'PSMC2', 'TUBB4B', 'PSMC3', 'PSMC6', 'PSMA3', 'EIF2S1', 'PSMC1', 'PSMA4', 'PSMD7', 'PSMB6', 'PSMB3', 'ACTG1', 'PSMC4']",7
GO:0044238,primary metabolic process,1.8647059191101559e-06,12505,120,102,21031,0.85,0.008156737305077969,"['ENO1', 'NUDC', 'EIF3I', 'RABGGTB', 'ILF2', 'RPS27', 'CCT3', 'RPS7', 'CALM2', 'CCT4', 'MDH1', 'CCT7', 'SSB', 'HSPD1', 'NOP58', 'XRCC5', 'PTMA', 'IMPDH2', 'TKT', 'PDHB', 'PSMD6', 'EIF2A', 'RPL22L1', 'FXR1', 'EIF4A2', 'HNRNPDL', 'CCT5', 'CAMLG', 'THG1L', 'NPM1', 'SRSF3', 'HSP90AB1', 'EEF1A1', 'PCMT1', 'PSMB1', 'ACTB', 'COPS6', 'PSMC2', 'AKR1B1', 'AKR1B10', 'SSBP1', 'PRDX4', 'IGBP1', 'RPS4X', 'PGK1', 'GGH', 'DCAF13', 'DNAJA1', 'ALDH1A1', 'ANXA1', 'TXN', 'PTGR1', 'TALDO1', 'LDHA', 'PSMC3', 'SLC3A2', 'SPCS2', 'IL18', 'HSPA8', 'AKR1C2', 'AKR1C3', 'CDC123', 'VIM', 'GSTO1', 'GAPDH', 'LDHB', 'KRAS', 'PA2G4', 'CCT2', 'LTA4H', 'HSP90B1', 'UBC', 'EXOSC8', 'PSME2', 'PSMC6', 'PSMA3', 'EIF2S1', 'PSMC1', 'HSP90AA1', 'ANXA2', 'PKM', 'PSMA4', 'ALDOA', 'NQO1', 'PSMD7', 'PSMB6', 'EIF4A1', 'RPL26', 'UBB', 'PSMB3', 'EIF1', 'KPNA2', 'EIF4A3', 'ZFAS1', 'DDX39A', 'ECH1', 'PSMC4', 'PRMT1', 'ETFB', 'RPS4Y1', 'XRCC6', 'CCT8']",7
GO:0010833,telomere maintenance via telomere lengthening,2.097087554471717e-06,84,120,9,21031,0.075,0.10714285714285714,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'HSP90AB1', 'CCT2', 'HSP90AA1', 'CCT8']",7
GO:1904358,positive regulation of telomere maintenance via telomere lengthening,2.5415608546885146e-06,37,120,7,21031,0.058333333333333334,0.1891891891891892,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'CCT2', 'CCT8']",7
GO:0051247,positive regulation of protein metabolic process,2.745694609128594e-06,1253,120,27,21031,0.225,0.02154828411811652,"['ENO1', 'CALM2', 'SSB', 'HSPD1', 'XRCC5', 'FXR1', 'NPM1', 'HSP90AB1', 'PSMC2', 'RPS4X', 'TXN', 'PSMC3', 'IL18', 'CDC123', 'VIM', 'KRAS', 'PSMC6', 'PSMC1', 'HSP90AA1', 'ANXA2', 'PKM', 'RPL26', 'UBB', 'EIF4A3', 'PSMC4', 'PRMT1', 'XRCC6']",7
GO:0051604,protein maturation,2.9482504598873256e-06,540,120,18,21031,0.15,0.03333333333333333,"['ENO1', 'NUDC', 'CCT3', 'CCT4', 'CCT7', 'HSPD1', 'CCT5', 'HSP90AB1', 'PRDX4', 'PGK1', 'DNAJA1', 'SPCS2', 'HSPA8', 'CCT2', 'HSP90B1', 'HSP90AA1', 'ANXA2', 'CCT8']",7
KEGG:05022,Pathways of neurodegeneration - multiple diseases,3.0656518710134637e-06,474,86,20,8484,0.23255813953488372,0.04219409282700422,"['CALM2', 'PSMD6', 'TUBB', 'PSMB1', 'PSMC2', 'VDAC3', 'TUBB4B', 'PSMC3', 'KRAS', 'UBC', 'PSMC6', 'PSMA3', 'EIF2S1', 'PSMC1', 'PSMA4', 'PSMD7', 'PSMB6', 'UBB', 'PSMB3', 'PSMC4']",7
GO:0043632,modification-dependent macromolecule catabolic process,3.978565253229351e-06,620,120,19,21031,0.15833333333333333,0.03064516129032258,"['RPS7', 'PSMD6', 'CAMLG', 'HSP90AB1', 'PSMB1', 'PSMC2', 'DCAF13', 'PSMC3', 'UBC', 'EXOSC8', 'PSMC6', 'PSMA3', 'PSMC1', 'PSMA4', 'PSMD7', 'PSMB6', 'UBB', 'PSMB3', 'PSMC4']",7
GO:0007339,binding of sperm to zona pellucida,4.5378245496780295e-06,40,120,7,21031,0.058333333333333334,0.175,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'ALDOA', 'CCT8']",7
GO:0046496,nicotinamide nucleotide metabolic process,5.060064935466758e-06,166,120,11,21031,0.09166666666666666,0.06626506024096386,"['ENO1', 'MDH1', 'TKT', 'PGK1', 'TALDO1', 'LDHA', 'GAPDH', 'LDHB', 'PKM', 'ALDOA', 'NQO1']",7
GO:0019362,pyridine nucleotide metabolic process,5.060064935466758e-06,166,120,11,21031,0.09166666666666666,0.06626506024096386,"['ENO1', 'MDH1', 'TKT', 'PGK1', 'TALDO1', 'LDHA', 'GAPDH', 'LDHB', 'PKM', 'ALDOA', 'NQO1']",7
GO:0034248,regulation of amide metabolic process,7.276578036631248e-06,439,120,16,21031,0.13333333333333333,0.03644646924829157,"['SSB', 'EIF2A', 'FXR1', 'EIF4A2', 'NPM1', 'RPS4X', 'CDC123', 'VIM', 'GAPDH', 'PA2G4', 'EIF2S1', 'PKM', 'RPL26', 'EIF1', 'EIF4A3', 'PRMT1']",7
GO:0072524,pyridine-containing compound metabolic process,7.355045768356744e-06,172,120,11,21031,0.09166666666666666,0.06395348837209303,"['ENO1', 'MDH1', 'TKT', 'PGK1', 'TALDO1', 'LDHA', 'GAPDH', 'LDHB', 'PKM', 'ALDOA', 'NQO1']",7
GO:0031647,regulation of protein stability,8.523300565669475e-06,324,120,14,21031,0.11666666666666667,0.043209876543209874,"['CCT3', 'RPS7', 'CCT4', 'CCT7', 'HSPD1', 'CCT5', 'CAMLG', 'NPM1', 'HSP90AB1', 'HSPA8', 'GAPDH', 'CCT2', 'HSP90AA1', 'CCT8']",7
GO:0051603,proteolysis involved in protein catabolic process,9.70598727964815e-06,730,120,20,21031,0.16666666666666666,0.0273972602739726,"['RPS7', 'PSMD6', 'CAMLG', 'HSP90AB1', 'PSMB1', 'PSMC2', 'DCAF13', 'PSMC3', 'HSP90B1', 'UBC', 'PSME2', 'PSMC6', 'PSMA3', 'PSMC1', 'PSMA4', 'PSMD7', 'PSMB6', 'UBB', 'PSMB3', 'PSMC4']",7
GO:0045727,positive regulation of translation,1.3266924853858307e-05,140,120,10,21031,0.08333333333333333,0.07142857142857142,"['SSB', 'FXR1', 'NPM1', 'RPS4X', 'CDC123', 'VIM', 'PKM', 'RPL26', 'EIF4A3', 'PRMT1']",7
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,1.5756822996476625e-05,400,120,15,21031,0.125,0.0375,"['PSMD6', 'CAMLG', 'HSP90AB1', 'PSMB1', 'PSMC2', 'DCAF13', 'PSMC3', 'PSMC6', 'PSMA3', 'PSMC1', 'PSMA4', 'PSMD7', 'PSMB6', 'PSMB3', 'PSMC4']",7
GO:0070199,establishment of protein localization to chromosome,1.7833396863453193e-05,28,120,6,21031,0.05,0.21428571428571427,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",7
GO:0019941,modification-dependent protein catabolic process,1.920129387226455e-05,609,120,18,21031,0.15,0.029556650246305417,"['RPS7', 'PSMD6', 'CAMLG', 'HSP90AB1', 'PSMB1', 'PSMC2', 'DCAF13', 'PSMC3', 'UBC', 'PSMC6', 'PSMA3', 'PSMC1', 'PSMA4', 'PSMD7', 'PSMB6', 'UBB', 'PSMB3', 'PSMC4']",7
KEGG:00010,Glycolysis / Gluconeogenesis,2.8582483449646647e-05,67,86,8,8484,0.09302325581395349,0.11940298507462686,"['ENO1', 'PDHB', 'PGK1', 'LDHA', 'GAPDH', 'LDHB', 'PKM', 'ALDOA']",7
KEGG:05016,Huntington disease,2.960257438251011e-05,305,86,15,8484,0.1744186046511628,0.04918032786885246,"['PSMD6', 'TUBB', 'PSMB1', 'PSMC2', 'VDAC3', 'TUBB4B', 'PSMC3', 'PSMC6', 'PSMA3', 'PSMC1', 'PSMA4', 'PSMD7', 'PSMB6', 'PSMB3', 'PSMC4']",7
GO:0006403,RNA localization,3.0298436068871266e-05,197,120,11,21031,0.09166666666666666,0.05583756345177665,"['CCT3', 'CCT4', 'CCT7', 'SSB', 'NOP58', 'CCT5', 'SRSF3', 'CCT2', 'EIF4A3', 'DDX39A', 'CCT8']",7
GO:0035036,sperm-egg recognition,3.529098130579044e-05,53,120,7,21031,0.058333333333333334,0.1320754716981132,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'ALDOA', 'CCT8']",7
