native,name,p_value,term_size,query_size,intersection_size,effective_domain_size,precision,recall,intersections,group
GO:1901575,organic substance catabolic process,6.782641058419266e-08,2074,89,32,21031,0.3595505617977528,0.015429122468659595,"['ENO1', 'RPS7', 'SSB', 'NPM1', 'HSP90AB1', 'EEF1A1', 'PSMB1', 'AKR1B10', 'PGK1', 'ALDH1A1', 'LDHA', 'PSMC3', 'HSPA8', 'AKR1C3', 'VIM', 'GAPDH', 'PSME2', 'PSMA3', 'PSMC1', 'HSP90AA1', 'ANXA2', 'PKM', 'PSMA4', 'ALDOA', 'NQO1', 'PSMB6', 'UBB', 'PSMB3', 'ECH1', 'PSMC4', 'BLVRB', 'ETFB']",8
GO:0051246,regulation of protein metabolic process,9.638267506040544e-08,2102,89,32,21031,0.3595505617977528,0.015223596574690771,"['ENO1', 'RPS7', 'CALM2', 'SSB', 'HSPD1', 'XRCC5', 'NCL', 'NPM1', 'HSP90AB1', 'EEF1A1', 'ACTB', 'COPS6', 'RPS4X', 'DNAJA1', 'TXN', 'PSMC3', 'CDC123', 'VIM', 'GAPDH', 'PA2G4', 'PSME2', 'PSMA3', 'PSMC1', 'HSP90AA1', 'ANXA2', 'PKM', 'NQO1', 'RPL26', 'UBB', 'EIF1', 'PSMC4', 'PRMT1']",8
GO:0070198,"protein localization to chromosome, telomeric region",1.4054509327933872e-07,32,89,7,21031,0.07865168539325842,0.21875,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'CCT2', 'CCT8']",8
GO:0009056,catabolic process,1.5375188391342168e-07,2556,89,35,21031,0.39325842696629215,0.013693270735524257,"['ENO1', 'PRDX1', 'RPS7', 'SSB', 'NPM1', 'HSP90AB1', 'EEF1A1', 'PSMB1', 'AKR1B10', 'PRDX4', 'PGK1', 'ALDH1A1', 'LDHA', 'PSMC3', 'HSPA8', 'AKR1C3', 'VIM', 'GSTO1', 'GAPDH', 'PSME2', 'PSMA3', 'PSMC1', 'HSP90AA1', 'ANXA2', 'PKM', 'PSMA4', 'ALDOA', 'NQO1', 'PSMB6', 'UBB', 'PSMB3', 'ECH1', 'PSMC4', 'BLVRB', 'ETFB']",8
GO:0010833,telomere maintenance via telomere lengthening,1.9451197650642057e-07,84,89,9,21031,0.10112359550561797,0.10714285714285714,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'HSP90AB1', 'CCT2', 'HSP90AA1', 'CCT8']",8
GO:1904872,regulation of telomerase RNA localization to Cajal body,2.0535233637891344e-07,18,89,6,21031,0.06741573033707865,0.3333333333333333,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",8
GO:0070200,establishment of protein localization to telomere,2.0535233637891344e-07,18,89,6,21031,0.06741573033707865,0.3333333333333333,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",8
GO:0031647,regulation of protein stability,2.0606662010360927e-07,324,89,14,21031,0.15730337078651685,0.043209876543209874,"['CCT3', 'RPS7', 'CCT4', 'CCT7', 'HSPD1', 'CCT5', 'NPM1', 'HSP90AB1', 'HSPA8', 'GAPDH', 'CCT2', 'HSP90AA1', 'PFN1', 'CCT8']",8
GO:0032212,positive regulation of telomere maintenance via telomerase,2.2310177596945606e-07,34,89,7,21031,0.07865168539325842,0.20588235294117646,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'CCT2', 'CCT8']",8
GO:0090685,RNA localization to nucleus,2.9911513760625286e-07,19,89,6,21031,0.06741573033707865,0.3157894736842105,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",8
GO:0090672,telomerase RNA localization,2.9911513760625286e-07,19,89,6,21031,0.06741573033707865,0.3157894736842105,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",8
GO:0090671,telomerase RNA localization to Cajal body,2.9911513760625286e-07,19,89,6,21031,0.06741573033707865,0.3157894736842105,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",8
GO:0090670,RNA localization to Cajal body,2.9911513760625286e-07,19,89,6,21031,0.06741573033707865,0.3157894736842105,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",8
GO:1904358,positive regulation of telomere maintenance via telomere lengthening,4.226156266505518e-07,37,89,7,21031,0.07865168539325842,0.1891891891891892,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'CCT2', 'CCT8']",8
KEGG:05012,Parkinson disease,4.623358147539288e-07,265,63,14,8484,0.2222222222222222,0.052830188679245285,"['CALM2', 'TUBB', 'PSMB1', 'VDAC3', 'TXN', 'TUBB4B', 'PSMC3', 'PSMA3', 'PSMC1', 'PSMA4', 'PSMB6', 'UBB', 'PSMB3', 'PSMC4']",8
GO:0007339,binding of sperm to zona pellucida,7.574881638964829e-07,40,89,7,21031,0.07865168539325842,0.175,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'ALDOA', 'CCT8']",8
GO:1901565,organonitrogen compound catabolic process,9.663228769178031e-07,1399,89,25,21031,0.2808988764044944,0.017869907076483203,"['ENO1', 'RPS7', 'HSP90AB1', 'EEF1A1', 'PSMB1', 'PGK1', 'LDHA', 'PSMC3', 'HSPA8', 'GAPDH', 'PSME2', 'PSMA3', 'PSMC1', 'HSP90AA1', 'ANXA2', 'PKM', 'PSMA4', 'ALDOA', 'NQO1', 'PSMB6', 'UBB', 'PSMB3', 'PSMC4', 'BLVRB', 'ETFB']",8
GO:0051604,protein maturation,2.1350274127001204e-06,540,89,16,21031,0.1797752808988764,0.02962962962962963,"['ENO1', 'NUDC', 'CCT3', 'CCT4', 'CCT7', 'HSPD1', 'CCT5', 'HSP90AB1', 'PRDX4', 'PGK1', 'DNAJA1', 'HSPA8', 'CCT2', 'HSP90AA1', 'ANXA2', 'CCT8']",8
GO:0006412,translation,2.678204222723367e-06,723,89,18,21031,0.20224719101123595,0.024896265560165973,"['EIF3I', 'RPS7', 'SSB', 'NCL', 'RPL22L1', 'NPM1', 'EEF1A1', 'RPS4X', 'MCTS1', 'CDC123', 'VIM', 'GAPDH', 'PA2G4', 'PKM', 'EIF4A1', 'RPL26', 'EIF1', 'PRMT1']",8
GO:2000278,regulation of DNA biosynthetic process,3.8963288156268665e-06,117,89,9,21031,0.10112359550561797,0.07692307692307693,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'HSP90AB1', 'CCT2', 'HSP90AA1', 'CCT8']",8
GO:0070199,establishment of protein localization to chromosome,4.0286242653006316e-06,28,89,6,21031,0.06741573033707865,0.21428571428571427,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'CCT8']",8
KEGG:05418,Fluid shear stress and atherosclerosis,4.669797024590409e-06,138,63,10,8484,0.15873015873015872,0.07246376811594203,"['CALM2', 'HSP90AB1', 'ACTB', 'TXN', 'GSTO1', 'MGST1', 'HSP90AA1', 'NQO1', 'CYBA', 'ACTG1']",8
GO:0043043,peptide biosynthetic process,4.982604204936893e-06,752,89,18,21031,0.20224719101123595,0.023936170212765957,"['EIF3I', 'RPS7', 'SSB', 'NCL', 'RPL22L1', 'NPM1', 'EEF1A1', 'RPS4X', 'MCTS1', 'CDC123', 'VIM', 'GAPDH', 'PA2G4', 'PKM', 'EIF4A1', 'RPL26', 'EIF1', 'PRMT1']",8
GO:0019362,pyridine nucleotide metabolic process,5.061663786381201e-06,166,89,10,21031,0.11235955056179775,0.060240963855421686,"['ENO1', 'TKT', 'PGK1', 'TALDO1', 'LDHA', 'GAPDH', 'LDHB', 'PKM', 'ALDOA', 'NQO1']",8
GO:0046496,nicotinamide nucleotide metabolic process,5.061663786381201e-06,166,89,10,21031,0.11235955056179775,0.060240963855421686,"['ENO1', 'TKT', 'PGK1', 'TALDO1', 'LDHA', 'GAPDH', 'LDHB', 'PKM', 'ALDOA', 'NQO1']",8
KEGG:05020,Prion disease,5.524435682269764e-06,271,63,13,8484,0.20634920634920634,0.04797047970479705,"['TUBB', 'PSMB1', 'VDAC3', 'TUBB4B', 'PSMC3', 'HSPA8', 'PSMA3', 'PSMC1', 'PSMA4', 'CYBA', 'PSMB6', 'PSMB3', 'PSMC4']",8
GO:0035036,sperm-egg recognition,5.990732229506455e-06,53,89,7,21031,0.07865168539325842,0.1320754716981132,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'ALDOA', 'CCT8']",8
GO:0032210,regulation of telomere maintenance via telomerase,6.859493051633371e-06,54,89,7,21031,0.07865168539325842,0.12962962962962962,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'CCT2', 'CCT8']",8
GO:0072524,pyridine-containing compound metabolic process,7.142123032831056e-06,172,89,10,21031,0.11235955056179775,0.05813953488372093,"['ENO1', 'TKT', 'PGK1', 'TALDO1', 'LDHA', 'GAPDH', 'LDHB', 'PKM', 'ALDOA', 'NQO1']",8
GO:0006518,peptide metabolic process,1.5869195729682455e-05,911,89,19,21031,0.21348314606741572,0.020856201975850714,"['EIF3I', 'RPS7', 'SSB', 'NCL', 'RPL22L1', 'NPM1', 'EEF1A1', 'RPS4X', 'MCTS1', 'CDC123', 'VIM', 'GSTO1', 'GAPDH', 'PA2G4', 'PKM', 'EIF4A1', 'RPL26', 'EIF1', 'PRMT1']",8
GO:1900182,positive regulation of protein localization to nucleus,1.7392770124286857e-05,96,89,8,21031,0.0898876404494382,0.08333333333333333,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'NPM1', 'CCT2', 'HSP90AA1', 'CCT8']",8
GO:1904356,regulation of telomere maintenance via telomere lengthening,2.0780527797820864e-05,63,89,7,21031,0.07865168539325842,0.1111111111111111,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'CCT2', 'CCT8']",8
KEGG:05014,Amyotrophic lateral sclerosis,2.417534934766349e-05,363,63,14,8484,0.2222222222222222,0.03856749311294766,"['TUBB', 'SRSF3', 'PSMB1', 'ACTB', 'TUBB4B', 'PSMC3', 'PSMA3', 'PSMC1', 'PSMA4', 'PSMB6', 'PFN1', 'PSMB3', 'ACTG1', 'PSMC4']",8
GO:0010604,positive regulation of macromolecule metabolic process,2.806668233750256e-05,3420,89,37,21031,0.4157303370786517,0.010818713450292398,"['ENO1', 'ILF2', 'CCT3', 'RPS7', 'CALM2', 'CCT4', 'CCT7', 'SSB', 'HSPD1', 'XRCC5', 'NCL', 'PTMA', 'CCT5', 'NPM1', 'HSP90AB1', 'ACTB', 'SSBP1', 'RPS4X', 'ANXA1', 'TXN', 'PSMC3', 'CDC123', 'VIM', 'GAPDH', 'CCT2', 'PSMC1', 'HSP90AA1', 'ANXA2', 'PKM', 'CYBA', 'RPL26', 'UBB', 'EIF1', 'ACTG1', 'PSMC4', 'PRMT1', 'CCT8']",8
GO:0032206,positive regulation of telomere maintenance,4.3961439522637633e-05,70,89,7,21031,0.07865168539325842,0.1,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'CCT2', 'CCT8']",8
KEGG:00010,Glycolysis / Gluconeogenesis,4.418548742651504e-05,67,63,7,8484,0.1111111111111111,0.1044776119402985,"['ENO1', 'PGK1', 'LDHA', 'GAPDH', 'LDHB', 'PKM', 'ALDOA']",8
GO:0061077,chaperone-mediated protein folding,5.914228903107825e-05,73,89,7,21031,0.07865168539325842,0.0958904109589041,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'HSPA8', 'CCT2', 'CCT8']",8
GO:0000723,telomere maintenance,6.129540845356164e-05,160,89,9,21031,0.10112359550561797,0.05625,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'HSP90AB1', 'CCT2', 'HSP90AA1', 'CCT8']",8
GO:0043604,amide biosynthetic process,6.433507274440813e-05,887,89,18,21031,0.20224719101123595,0.020293122886133032,"['EIF3I', 'RPS7', 'SSB', 'NCL', 'RPL22L1', 'NPM1', 'EEF1A1', 'RPS4X', 'MCTS1', 'CDC123', 'VIM', 'GAPDH', 'PA2G4', 'PKM', 'EIF4A1', 'RPL26', 'EIF1', 'PRMT1']",8
GO:0009988,cell-cell recognition,6.509860549464924e-05,74,89,7,21031,0.07865168539325842,0.0945945945945946,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'CCT2', 'ALDOA', 'CCT8']",8
KEGG:05017,Spinocerebellar ataxia,6.737497757534547e-05,141,63,9,8484,0.14285714285714285,0.06382978723404255,"['PSMB1', 'VDAC3', 'PSMC3', 'PSMA3', 'PSMC1', 'PSMA4', 'PSMB6', 'PSMB3', 'PSMC4']",8
GO:1990748,cellular detoxification,6.786374520353882e-05,114,89,8,21031,0.0898876404494382,0.07017543859649122,"['PRDX1', 'AKR1B10', 'PRDX4', 'ALDH1A1', 'TXN', 'GSTO1', 'MGST1', 'NQO1']",8
GO:0009893,positive regulation of metabolic process,7.288192056547057e-05,3711,89,38,21031,0.42696629213483145,0.010239827539746699,"['ENO1', 'ILF2', 'CCT3', 'RPS7', 'CALM2', 'CCT4', 'CCT7', 'SSB', 'HSPD1', 'XRCC5', 'NCL', 'PTMA', 'CCT5', 'NPM1', 'HSP90AB1', 'ACTB', 'SSBP1', 'RPS4X', 'ANXA1', 'TXN', 'PSMC3', 'AKR1C3', 'CDC123', 'VIM', 'GAPDH', 'CCT2', 'PSMC1', 'HSP90AA1', 'ANXA2', 'PKM', 'CYBA', 'RPL26', 'UBB', 'EIF1', 'ACTG1', 'PSMC4', 'PRMT1', 'CCT8']",8
GO:0010557,positive regulation of macromolecule biosynthetic process,8.712126046081246e-05,2603,89,31,21031,0.34831460674157305,0.011909335382251248,"['ENO1', 'ILF2', 'CCT3', 'RPS7', 'CCT4', 'CCT7', 'SSB', 'HSPD1', 'XRCC5', 'NCL', 'PTMA', 'CCT5', 'NPM1', 'HSP90AB1', 'ACTB', 'RPS4X', 'ANXA1', 'PSMC3', 'CDC123', 'VIM', 'GAPDH', 'CCT2', 'HSP90AA1', 'ANXA2', 'PKM', 'CYBA', 'RPL26', 'EIF1', 'ACTG1', 'PRMT1', 'CCT8']",8
KEGG:01230,Biosynthesis of amino acids,8.779581957555932e-05,74,63,7,8484,0.1111111111111111,0.0945945945945946,"['ENO1', 'TKT', 'PGK1', 'TALDO1', 'GAPDH', 'PKM', 'ALDOA']",8
GO:0097237,cellular response to toxic substance,0.00012313584944035225,123,89,8,21031,0.0898876404494382,0.06504065040650407,"['PRDX1', 'AKR1B10', 'PRDX4', 'ALDH1A1', 'TXN', 'GSTO1', 'MGST1', 'NQO1']",8
GO:0051054,positive regulation of DNA metabolic process,0.0001342482945084717,300,89,11,21031,0.12359550561797752,0.03666666666666667,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'HSP90AB1', 'ACTB', 'SSBP1', 'CCT2', 'HSP90AA1', 'CCT8']",8
KEGG:05132,Salmonella infection,0.0001450711538323201,249,63,11,8484,0.1746031746031746,0.04417670682730924,"['TUBB', 'HSP90AB1', 'ACTB', 'TXN', 'TUBB4B', 'GAPDH', 'ARPC3', 'HSP90AA1', 'ANXA2', 'PFN1', 'ACTG1']",8
GO:0006417,regulation of translation,0.000155551885185984,378,89,12,21031,0.1348314606741573,0.031746031746031744,"['SSB', 'NCL', 'NPM1', 'RPS4X', 'CDC123', 'VIM', 'GAPDH', 'PA2G4', 'PKM', 'RPL26', 'EIF1', 'PRMT1']",8
GO:0031328,positive regulation of cellular biosynthetic process,0.000178970878375644,2685,89,31,21031,0.34831460674157305,0.01154562383612663,"['ENO1', 'ILF2', 'CCT3', 'RPS7', 'CCT4', 'CCT7', 'SSB', 'HSPD1', 'XRCC5', 'NCL', 'PTMA', 'CCT5', 'NPM1', 'HSP90AB1', 'ACTB', 'RPS4X', 'ANXA1', 'PSMC3', 'CDC123', 'VIM', 'GAPDH', 'CCT2', 'HSP90AA1', 'ANXA2', 'PKM', 'CYBA', 'RPL26', 'EIF1', 'ACTG1', 'PRMT1', 'CCT8']",8
GO:0031325,positive regulation of cellular metabolic process,0.00020921550594705873,3346,89,35,21031,0.39325842696629215,0.010460251046025104,"['ENO1', 'ILF2', 'CCT3', 'RPS7', 'CALM2', 'CCT4', 'CCT7', 'SSB', 'HSPD1', 'XRCC5', 'NCL', 'PTMA', 'CCT5', 'NPM1', 'HSP90AB1', 'ACTB', 'SSBP1', 'RPS4X', 'ANXA1', 'TXN', 'PSMC3', 'AKR1C3', 'CDC123', 'VIM', 'GAPDH', 'CCT2', 'HSP90AA1', 'ANXA2', 'PKM', 'CYBA', 'RPL26', 'EIF1', 'ACTG1', 'PRMT1', 'CCT8']",8
GO:0009891,positive regulation of biosynthetic process,0.00021414802420558954,2706,89,31,21031,0.34831460674157305,0.011456023651145602,"['ENO1', 'ILF2', 'CCT3', 'RPS7', 'CCT4', 'CCT7', 'SSB', 'HSPD1', 'XRCC5', 'NCL', 'PTMA', 'CCT5', 'NPM1', 'HSP90AB1', 'ACTB', 'RPS4X', 'ANXA1', 'PSMC3', 'CDC123', 'VIM', 'GAPDH', 'CCT2', 'HSP90AA1', 'ANXA2', 'PKM', 'CYBA', 'RPL26', 'EIF1', 'ACTG1', 'PRMT1', 'CCT8']",8
GO:0042026,protein refolding,0.00021635076462738647,27,89,5,21031,0.056179775280898875,0.18518518518518517,"['CCT7', 'HSPD1', 'DNAJA1', 'HSPA8', 'HSP90AA1']",8
KEGG:05010,Alzheimer disease,0.0002794298803422835,382,63,13,8484,0.20634920634920634,0.034031413612565446,"['CALM2', 'TUBB', 'PSMB1', 'VDAC3', 'TUBB4B', 'PSMC3', 'GAPDH', 'PSMA3', 'PSMC1', 'PSMA4', 'PSMB6', 'PSMB3', 'PSMC4']",8
GO:0032200,telomere organization,0.0002817105645452921,191,89,9,21031,0.10112359550561797,0.04712041884816754,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'HSP90AB1', 'CCT2', 'HSP90AA1', 'CCT8']",8
GO:0071897,DNA biosynthetic process,0.00029455169788969194,192,89,9,21031,0.10112359550561797,0.046875,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'HSP90AB1', 'CCT2', 'HSP90AA1', 'CCT8']",8
GO:0098754,detoxification,0.0003013080169760111,138,89,8,21031,0.0898876404494382,0.057971014492753624,"['PRDX1', 'AKR1B10', 'PRDX4', 'ALDH1A1', 'TXN', 'GSTO1', 'MGST1', 'NQO1']",8
GO:0080090,regulation of primary metabolic process,0.00030751536210430337,5591,89,47,21031,0.5280898876404494,0.008406367376140225,"['ENO1', 'ILF2', 'CCT3', 'RPS7', 'CALM2', 'CCT4', 'CCT7', 'SSB', 'HSPD1', 'XRCC5', 'NCL', 'PTMA', 'CCT5', 'NPM1', 'SRSF3', 'HSP90AB1', 'EEF1A1', 'ACTB', 'COPS6', 'SSBP1', 'RPS4X', 'DNAJA1', 'ANXA1', 'TXN', 'PSMC3', 'HSPA8', 'AKR1C3', 'CDC123', 'VIM', 'GAPDH', 'PA2G4', 'CCT2', 'PSME2', 'PSMA3', 'PSMC1', 'HSP90AA1', 'ANXA2', 'PKM', 'NQO1', 'PFN1', 'RPL26', 'UBB', 'EIF1', 'RBM42', 'PSMC4', 'PRMT1', 'CCT8']",8
GO:0045727,positive regulation of translation,0.0003367668033127107,140,89,8,21031,0.0898876404494382,0.05714285714285714,"['SSB', 'NPM1', 'RPS4X', 'CDC123', 'VIM', 'PKM', 'RPL26', 'PRMT1']",8
GO:0051247,positive regulation of protein metabolic process,0.0004983940150985049,1253,89,20,21031,0.2247191011235955,0.01596169193934557,"['ENO1', 'CALM2', 'SSB', 'HSPD1', 'XRCC5', 'NPM1', 'HSP90AB1', 'RPS4X', 'TXN', 'PSMC3', 'CDC123', 'VIM', 'PSMC1', 'HSP90AA1', 'ANXA2', 'PKM', 'RPL26', 'UBB', 'PSMC4', 'PRMT1']",8
GO:1900180,regulation of protein localization to nucleus,0.0005168300266438239,148,89,8,21031,0.0898876404494382,0.05405405405405406,"['CCT3', 'CCT4', 'CCT7', 'CCT5', 'NPM1', 'CCT2', 'HSP90AA1', 'CCT8']",8
GO:0051973,positive regulation of telomerase activity,0.0006234610801923729,33,89,5,21031,0.056179775280898875,0.15151515151515152,"['CCT4', 'XRCC5', 'HSP90AB1', 'CCT2', 'HSP90AA1']",8
GO:0051173,positive regulation of nitrogen compound metabolic process,0.0006450544058879449,3001,89,32,21031,0.3595505617977528,0.010663112295901367,"['ENO1', 'ILF2', 'CCT3', 'CALM2', 'CCT4', 'CCT7', 'SSB', 'HSPD1', 'XRCC5', 'NCL', 'PTMA', 'CCT5', 'NPM1', 'HSP90AB1', 'ACTB', 'SSBP1', 'RPS4X', 'TXN', 'PSMC3', 'CDC123', 'VIM', 'CCT2', 'PSMC1', 'HSP90AA1', 'ANXA2', 'PKM', 'RPL26', 'UBB', 'EIF1', 'PSMC4', 'PRMT1', 'CCT8']",8
GO:0065008,regulation of biological quality,0.0006748707880662204,2846,89,31,21031,0.34831460674157305,0.01089248067463106,"['CCT3', 'RPS7', 'CALM2', 'CCT4', 'CCT7', 'HSPD1', 'CCT5', 'NPM1', 'TUBB', 'CLIC1', 'HSP90AB1', 'ACTB', 'AKR1B1', 'AKR1B10', 'ALDH1A1', 'ANXA1', 'SLC3A2', 'HSPA8', 'AKR1C3', 'VIM', 'GAPDH', 'CCT2', 'ARPC3', 'HSP90AA1', 'ANXA2', 'ALDOA', 'CYBA', 'PFN1', 'UBB', 'ACTG1', 'CCT8']",8
GO:0032204,regulation of telomere maintenance,0.0007406515096076242,105,89,7,21031,0.07865168539325842,0.06666666666666667,"['CCT3', 'CCT4', 'CCT7', 'XRCC5', 'CCT5', 'CCT2', 'CCT8']",8
