native,name,p_value,term_size,query_size,intersection_size,effective_domain_size,precision,recall,intersections,group
GO:0006633,fatty acid biosynthetic process,5.44496316181846e-10,158,18,8,21031,0.4444444444444444,0.05063291139240506,"['HSD17B12', 'FADS2', 'HACD3', 'ACADVL', 'ACACA', 'SCD', 'ELOVL5', 'HACD1']",0
GO:0019752,carboxylic acid metabolic process,7.927744725330285e-10,899,18,12,21031,0.6666666666666666,0.013348164627363738,"['HSD17B12', 'ACAT2', 'FADS2', 'HACD3', 'ACADVL', 'KYNU', 'ACACA', 'SCD', 'HADHA', 'ETFB', 'ELOVL5', 'HACD1']",0
GO:0043436,oxoacid metabolic process,1.0551133750368895e-09,921,18,12,21031,0.6666666666666666,0.013029315960912053,"['HSD17B12', 'ACAT2', 'FADS2', 'HACD3', 'ACADVL', 'KYNU', 'ACACA', 'SCD', 'HADHA', 'ETFB', 'ELOVL5', 'HACD1']",0
GO:0006082,organic acid metabolic process,1.1392763763298594e-09,927,18,12,21031,0.6666666666666666,0.012944983818770227,"['HSD17B12', 'ACAT2', 'FADS2', 'HACD3', 'ACADVL', 'KYNU', 'ACACA', 'SCD', 'HADHA', 'ETFB', 'ELOVL5', 'HACD1']",0
GO:0046394,carboxylic acid biosynthetic process,2.9431470487714168e-09,324,18,9,21031,0.5,0.027777777777777776,"['HSD17B12', 'FADS2', 'HACD3', 'ACADVL', 'KYNU', 'ACACA', 'SCD', 'ELOVL5', 'HACD1']",0
GO:0016053,organic acid biosynthetic process,3.1972661347353497e-09,327,18,9,21031,0.5,0.027522935779816515,"['HSD17B12', 'FADS2', 'HACD3', 'ACADVL', 'KYNU', 'ACACA', 'SCD', 'ELOVL5', 'HACD1']",0
GO:0072330,monocarboxylic acid biosynthetic process,7.0635446011691594e-09,217,18,8,21031,0.4444444444444444,0.03686635944700461,"['HSD17B12', 'FADS2', 'HACD3', 'ACADVL', 'ACACA', 'SCD', 'ELOVL5', 'HACD1']",0
KEGG:00062,Fatty acid elongation,5.911829249696659e-08,27,16,5,8484,0.3125,0.18518518518518517,"['HSD17B12', 'HACD3', 'HADHA', 'ELOVL5', 'HACD1']",0
GO:0030497,fatty acid elongation,5.841937758427279e-07,14,18,4,21031,0.2222222222222222,0.2857142857142857,"['HSD17B12', 'HACD3', 'ELOVL5', 'HACD1']",0
GO:0008203,cholesterol metabolic process,1.861526054959762e-06,137,18,6,21031,0.3333333333333333,0.043795620437956206,"['FDFT1', 'HMGCS1', 'ACADVL', 'IDI1', 'FDPS', 'SQLE']",0
GO:0016126,sterol biosynthetic process,2.257872228331311e-06,61,18,5,21031,0.2777777777777778,0.08196721311475409,"['FDFT1', 'HMGCS1', 'IDI1', 'FDPS', 'SQLE']",0
GO:1902652,secondary alcohol metabolic process,2.967537957600445e-06,148,18,6,21031,0.3333333333333333,0.04054054054054054,"['FDFT1', 'HMGCS1', 'ACADVL', 'IDI1', 'FDPS', 'SQLE']",0
GO:0016125,sterol metabolic process,3.4851466938156078e-06,152,18,6,21031,0.3333333333333333,0.039473684210526314,"['FDFT1', 'HMGCS1', 'ACADVL', 'IDI1', 'FDPS', 'SQLE']",0
GO:0019637,organophosphate metabolic process,3.769454613295256e-06,1034,18,10,21031,0.5555555555555556,0.009671179883945842,"['FDFT1', 'HSD17B12', 'HMGCS1', 'KYNU', 'IDI1', 'ACACA', 'HADHA', 'FDPS', 'ELOVL5', 'HACD1']",0
KEGG:00900,Terpenoid backbone biosynthesis,3.798392277683475e-06,22,16,4,8484,0.25,0.18181818181818182,"['ACAT2', 'HMGCS1', 'IDI1', 'FDPS']",0
GO:0008202,steroid metabolic process,8.47868304875032e-06,325,18,7,21031,0.3888888888888889,0.021538461538461538,"['FDFT1', 'HSD17B12', 'HMGCS1', 'ACADVL', 'IDI1', 'FDPS', 'SQLE']",0
GO:0006694,steroid biosynthetic process,9.313729570824746e-06,179,18,6,21031,0.3333333333333333,0.0335195530726257,"['FDFT1', 'HSD17B12', 'HMGCS1', 'IDI1', 'FDPS', 'SQLE']",0
GO:0046949,fatty-acyl-CoA biosynthetic process,1.0171642517067847e-05,27,18,4,21031,0.2222222222222222,0.14814814814814814,"['HSD17B12', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0045338,farnesyl diphosphate metabolic process,1.642390338863713e-05,6,18,3,21031,0.16666666666666666,0.5,"['FDFT1', 'HMGCS1', 'FDPS']",0
GO:0006637,acyl-CoA metabolic process,2.1607412974571083e-05,95,18,5,21031,0.2777777777777778,0.05263157894736842,"['HSD17B12', 'HMGCS1', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0035383,thioester metabolic process,2.1607412974571083e-05,95,18,5,21031,0.2777777777777778,0.05263157894736842,"['HSD17B12', 'HMGCS1', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0090407,organophosphate biosynthetic process,2.225793212945173e-05,600,18,8,21031,0.4444444444444444,0.013333333333333334,"['HSD17B12', 'HMGCS1', 'KYNU', 'IDI1', 'ACACA', 'FDPS', 'ELOVL5', 'HACD1']",0
GO:0035337,fatty-acyl-CoA metabolic process,5.2602100464155524e-05,40,18,4,21031,0.2222222222222222,0.1,"['HSD17B12', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0033865,nucleoside bisphosphate metabolic process,7.942071958304108e-05,123,18,5,21031,0.2777777777777778,0.04065040650406504,"['HSD17B12', 'HMGCS1', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0034032,purine nucleoside bisphosphate metabolic process,7.942071958304108e-05,123,18,5,21031,0.2777777777777778,0.04065040650406504,"['HSD17B12', 'HMGCS1', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0033875,ribonucleoside bisphosphate metabolic process,7.942071958304108e-05,123,18,5,21031,0.2777777777777778,0.04065040650406504,"['HSD17B12', 'HMGCS1', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0035384,thioester biosynthetic process,0.00010228059256792881,47,18,4,21031,0.2222222222222222,0.0851063829787234,"['HSD17B12', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0071616,acyl-CoA biosynthetic process,0.00010228059256792881,47,18,4,21031,0.2222222222222222,0.0851063829787234,"['HSD17B12', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:1901570,fatty acid derivative biosynthetic process,0.00013185082201322952,50,18,4,21031,0.2222222222222222,0.08,"['HSD17B12', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:1902653,secondary alcohol biosynthetic process,0.00018067351641491632,54,18,4,21031,0.2222222222222222,0.07407407407407407,"['FDFT1', 'HMGCS1', 'IDI1', 'FDPS']",0
GO:0006695,cholesterol biosynthetic process,0.00018067351641491632,54,18,4,21031,0.2222222222222222,0.07407407407407407,"['FDFT1', 'HMGCS1', 'IDI1', 'FDPS']",0
GO:0042761,very long-chain fatty acid biosynthetic process,0.0002339836575585036,13,18,3,21031,0.16666666666666666,0.23076923076923078,"['HACD3', 'ELOVL5', 'HACD1']",0
GO:0034030,ribonucleoside bisphosphate biosynthetic process,0.00024186806826954148,58,18,4,21031,0.2222222222222222,0.06896551724137931,"['HSD17B12', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0034033,purine nucleoside bisphosphate biosynthetic process,0.00024186806826954148,58,18,4,21031,0.2222222222222222,0.06896551724137931,"['HSD17B12', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0033866,nucleoside bisphosphate biosynthetic process,0.00024186806826954148,58,18,4,21031,0.2222222222222222,0.06896551724137931,"['HSD17B12', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0006066,alcohol metabolic process,0.0007018216768757543,371,18,6,21031,0.3333333333333333,0.016172506738544475,"['FDFT1', 'HMGCS1', 'ACADVL', 'IDI1', 'FDPS', 'SQLE']",0
GO:1901568,fatty acid derivative metabolic process,0.0007244108020120283,76,18,4,21031,0.2222222222222222,0.05263157894736842,"['HSD17B12', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0006635,fatty acid beta-oxidation,0.0007244108020120283,76,18,4,21031,0.2222222222222222,0.05263157894736842,"['ACAT2', 'ACADVL', 'HADHA', 'ETFB']",0
GO:0035338,long-chain fatty-acyl-CoA biosynthetic process,0.0007902213666846323,19,18,3,21031,0.16666666666666666,0.15789473684210525,"['HSD17B12', 'ELOVL5', 'HACD1']",0
KEGG:00650,Butanoate metabolism,0.0009837432228399156,27,16,3,8484,0.1875,0.1111111111111111,"['ACAT2', 'HMGCS1', 'HADHA']",0
GO:0035336,long-chain fatty-acyl-CoA metabolic process,0.0018696413628837003,25,18,3,21031,0.16666666666666666,0.12,"['HSD17B12', 'ELOVL5', 'HACD1']",0
GO:1901617,organic hydroxy compound biosynthetic process,0.0022468549257068774,241,18,5,21031,0.2777777777777778,0.02074688796680498,"['FDFT1', 'HMGCS1', 'IDI1', 'FDPS', 'SQLE']",0
GO:0046395,carboxylic acid catabolic process,0.002797766408783931,252,18,5,21031,0.2777777777777778,0.01984126984126984,"['ACAT2', 'ACADVL', 'KYNU', 'HADHA', 'ETFB']",0
GO:0016054,organic acid catabolic process,0.002797766408783931,252,18,5,21031,0.2777777777777778,0.01984126984126984,"['ACAT2', 'ACADVL', 'KYNU', 'HADHA', 'ETFB']",0
GO:0009062,fatty acid catabolic process,0.0028660513494657347,107,18,4,21031,0.2222222222222222,0.037383177570093455,"['ACAT2', 'ACADVL', 'HADHA', 'ETFB']",0
GO:0006164,purine nucleotide biosynthetic process,0.003080969100062032,257,18,5,21031,0.2777777777777778,0.019455252918287938,"['HSD17B12', 'KYNU', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0019395,fatty acid oxidation,0.003086369944921968,109,18,4,21031,0.2222222222222222,0.03669724770642202,"['ACAT2', 'ACADVL', 'HADHA', 'ETFB']",0
KEGG:00380,Tryptophan metabolism,0.003273521294961461,40,16,3,8484,0.1875,0.075,"['ACAT2', 'KYNU', 'HADHA']",0
GO:0008299,isoprenoid biosynthetic process,0.003291504031645505,30,18,3,21031,0.16666666666666666,0.1,"['HMGCS1', 'IDI1', 'FDPS']",0
GO:0072522,purine-containing compound biosynthetic process,0.003647376372513405,266,18,5,21031,0.2777777777777778,0.018796992481203006,"['HSD17B12', 'KYNU', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0034440,lipid oxidation,0.0038231060484385706,115,18,4,21031,0.2222222222222222,0.034782608695652174,"['ACAT2', 'ACADVL', 'HADHA', 'ETFB']",0
KEGG:00071,Fatty acid degradation,0.004074824632242707,43,16,3,8484,0.1875,0.06976744186046512,"['ACAT2', 'ACADVL', 'HADHA']",0
GO:0000038,very long-chain fatty acid metabolic process,0.005291951831280715,35,18,3,21031,0.16666666666666666,0.08571428571428572,"['HACD3', 'ELOVL5', 'HACD1']",0
KEGG:00280,"Valine, leucine and isoleucine degradation",0.005678121231971706,48,16,3,8484,0.1875,0.0625,"['ACAT2', 'HMGCS1', 'HADHA']",0
GO:0009165,nucleotide biosynthetic process,0.006050175047125844,295,18,5,21031,0.2777777777777778,0.01694915254237288,"['HSD17B12', 'KYNU', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0006163,purine nucleotide metabolic process,0.006083911480009376,538,18,6,21031,0.3333333333333333,0.011152416356877323,"['HSD17B12', 'HMGCS1', 'KYNU', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:1901293,nucleoside phosphate biosynthetic process,0.006253011919860397,297,18,5,21031,0.2777777777777778,0.016835016835016835,"['HSD17B12', 'KYNU', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0045337,farnesyl diphosphate biosynthetic process,0.006479669001451841,4,18,2,21031,0.1111111111111111,0.5,"['HMGCS1', 'FDPS']",0
GO:0072329,monocarboxylic acid catabolic process,0.006621461097970161,132,18,4,21031,0.2222222222222222,0.030303030303030304,"['ACAT2', 'ACADVL', 'HADHA', 'ETFB']",0
GO:0046165,alcohol biosynthetic process,0.007240090242694705,135,18,4,21031,0.2222222222222222,0.02962962962962963,"['FDFT1', 'HMGCS1', 'IDI1', 'FDPS']",0
GO:0006720,isoprenoid metabolic process,0.0076756305344415675,137,18,4,21031,0.2222222222222222,0.029197080291970802,"['FDFT1', 'HMGCS1', 'IDI1', 'FDPS']",0
GO:0072521,purine-containing compound metabolic process,0.00822890691739032,567,18,6,21031,0.3333333333333333,0.010582010582010581,"['HSD17B12', 'HMGCS1', 'KYNU', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:1901615,organic hydroxy compound metabolic process,0.008312619483358706,568,18,6,21031,0.3333333333333333,0.01056338028169014,"['FDFT1', 'HMGCS1', 'ACADVL', 'IDI1', 'FDPS', 'SQLE']",0
GO:0006790,sulfur compound metabolic process,0.008993527506882011,320,18,5,21031,0.2777777777777778,0.015625,"['HSD17B12', 'HMGCS1', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0009117,nucleotide metabolic process,0.011491793374540753,601,18,6,21031,0.3333333333333333,0.009983361064891847,"['HSD17B12', 'HMGCS1', 'KYNU', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0006753,nucleoside phosphate metabolic process,0.012395265301665624,609,18,6,21031,0.3333333333333333,0.009852216748768473,"['HSD17B12', 'HMGCS1', 'KYNU', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0006636,unsaturated fatty acid biosynthetic process,0.013887699904677753,48,18,3,21031,0.16666666666666666,0.0625,"['FADS2', 'SCD', 'ELOVL5']",0
GO:0044272,sulfur compound biosynthetic process,0.017620300364018796,169,18,4,21031,0.2222222222222222,0.023668639053254437,"['HSD17B12', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0006796,phosphate-containing compound metabolic process,0.019694761535467613,2571,18,10,21031,0.5555555555555556,0.0038895371450797353,"['FDFT1', 'HSD17B12', 'HMGCS1', 'KYNU', 'IDI1', 'ACACA', 'HADHA', 'FDPS', 'ELOVL5', 'HACD1']",0
GO:0044282,small molecule catabolic process,0.020426066314616548,379,18,5,21031,0.2777777777777778,0.013192612137203167,"['ACAT2', 'ACADVL', 'KYNU', 'HADHA', 'ETFB']",0
GO:0006644,phospholipid metabolic process,0.020951843068497483,381,18,5,21031,0.2777777777777778,0.013123359580052493,"['FDFT1', 'HMGCS1', 'IDI1', 'HADHA', 'FDPS']",0
KEGG:03320,PPAR signaling pathway,0.021489308348941957,75,16,3,8484,0.1875,0.04,"['HMGCS1', 'FADS2', 'SCD']",0
GO:0006793,phosphorus metabolic process,0.021491132185485033,2596,18,10,21031,0.5555555555555556,0.003852080123266564,"['FDFT1', 'HSD17B12', 'HMGCS1', 'KYNU', 'IDI1', 'ACACA', 'HADHA', 'FDPS', 'ELOVL5', 'HACD1']",0
GO:0055086,nucleobase-containing small molecule metabolic process,0.02266856358559109,677,18,6,21031,0.3333333333333333,0.008862629246676515,"['HSD17B12', 'HMGCS1', 'KYNU', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0030258,lipid modification,0.02912090310367974,192,18,4,21031,0.2222222222222222,0.020833333333333332,"['ACAT2', 'ACADVL', 'HADHA', 'ETFB']",0
GO:0019367,"fatty acid elongation, saturated fatty acid",0.030177155827534493,8,18,2,21031,0.1111111111111111,0.25,"['HSD17B12', 'ELOVL5']",0
KEGG:00100,Steroid biosynthesis,0.03901832623232788,20,16,2,8484,0.125,0.1,"['FDFT1', 'SQLE']",0
GO:0009152,purine ribonucleotide biosynthetic process,0.046213434098180836,216,18,4,21031,0.2222222222222222,0.018518518518518517,"['HSD17B12', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0009150,purine ribonucleotide metabolic process,0.046645936276709585,450,18,5,21031,0.2777777777777778,0.011111111111111112,"['HSD17B12', 'HMGCS1', 'ACACA', 'ELOVL5', 'HACD1']",0
GO:0036109,alpha-linolenic acid metabolic process,0.04844982092586436,10,18,2,21031,0.1111111111111111,0.2,"['FADS2', 'ELOVL5']",0
KEGG:01100,Metabolic pathways,4.036302472568315e-10,1537,24,20,8484,0.8333333333333334,0.013012361743656473,"['TKT', 'MGST1', 'ACSL3', 'AKR1C1', 'HCCS', 'MGLL', 'SEPHS1', 'BLVRB', 'AKR1C3', 'G6PC3', 'GSTO1', 'NQO1', 'AKR1C2', 'AKR1B10', 'RPIA', 'HMOX1', 'NDUFA5', 'QDPR', 'VKORC1L1', 'GPX2']",1
GO:0044281,small molecule metabolic process,7.124252025014193e-10,1813,25,17,21031,0.68,0.009376723662437948,"['TKT', 'GLRX', 'ACSL3', 'AKR1C1', 'MGLL', 'SEPHS1', 'EPHX1', 'AKR1C3', 'G6PC3', 'GSTO1', 'NQO1', 'AKR1C2', 'AKR1B10', 'RPIA', 'NDUFA5', 'QDPR', 'VKORC1L1']",1
GO:1901661,quinone metabolic process,1.2970699863988882e-08,42,25,6,21031,0.24,0.14285714285714285,"['AKR1C1', 'AKR1C3', 'NQO1', 'AKR1C2', 'AKR1B10', 'VKORC1L1']",1
GO:1990748,cellular detoxification,8.724612733397331e-08,114,25,7,21031,0.28,0.06140350877192982,"['MGST1', 'TXNRD1', 'TXNRD2', 'GSTO1', 'NQO1', 'AKR1B10', 'GPX2']",1
GO:0097237,cellular response to toxic substance,1.49584366076517e-07,123,25,7,21031,0.28,0.056910569105691054,"['MGST1', 'TXNRD1', 'TXNRD2', 'GSTO1', 'NQO1', 'AKR1B10', 'GPX2']",1
KEGG:05208,Chemical carcinogenesis - reactive oxygen species,2.678060796143031e-07,221,24,9,8484,0.375,0.04072398190045249,"['MGST1', 'AKR1C1', 'EPHX1', 'AKR1C3', 'GSTO1', 'NQO1', 'AKR1C2', 'HMOX1', 'NDUFA5']",1
GO:0044597,daunorubicin metabolic process,3.358867488650591e-07,9,25,4,21031,0.16,0.4444444444444444,"['AKR1C1', 'AKR1C3', 'AKR1C2', 'AKR1B10']",1
GO:0098754,detoxification,3.373977866862639e-07,138,25,7,21031,0.28,0.050724637681159424,"['MGST1', 'TXNRD1', 'TXNRD2', 'GSTO1', 'NQO1', 'AKR1B10', 'GPX2']",1
GO:0009636,response to toxic substance,3.7774770581665823e-07,238,25,8,21031,0.32,0.03361344537815126,"['MGST1', 'EPHX1', 'TXNRD1', 'TXNRD2', 'GSTO1', 'NQO1', 'AKR1B10', 'GPX2']",1
GO:0044598,doxorubicin metabolic process,5.593639601100067e-07,10,25,4,21031,0.16,0.4,"['AKR1C1', 'AKR1C3', 'AKR1C2', 'AKR1B10']",1
GO:0030647,aminoglycoside antibiotic metabolic process,5.593639601100067e-07,10,25,4,21031,0.16,0.4,"['AKR1C1', 'AKR1C3', 'AKR1C2', 'AKR1B10']",1
GO:0030638,polyketide metabolic process,5.593639601100067e-07,10,25,4,21031,0.16,0.4,"['AKR1C1', 'AKR1C3', 'AKR1C2', 'AKR1B10']",1
GO:0098869,cellular oxidant detoxification,1.9335971915791927e-06,94,25,6,21031,0.24,0.06382978723404255,"['MGST1', 'TXNRD1', 'TXNRD2', 'GSTO1', 'NQO1', 'GPX2']",1
GO:0009753,response to jasmonic acid,1.0224741953096044e-05,4,25,3,21031,0.12,0.75,"['AKR1C1', 'AKR1C3', 'AKR1C2']",1
GO:0071395,cellular response to jasmonic acid stimulus,1.0224741953096044e-05,4,25,3,21031,0.12,0.75,"['AKR1C1', 'AKR1C3', 'AKR1C2']",1
GO:0016137,glycoside metabolic process,1.280257881713948e-05,20,25,4,21031,0.16,0.2,"['AKR1C1', 'AKR1C3', 'AKR1C2', 'AKR1B10']",1
GO:1902644,tertiary alcohol metabolic process,1.929850556593172e-05,22,25,4,21031,0.16,0.18181818181818182,"['AKR1C1', 'AKR1C3', 'AKR1C2', 'AKR1B10']",1
GO:0120254,olefinic compound metabolic process,4.962507933432671e-05,161,25,6,21031,0.24,0.037267080745341616,"['AKR1C1', 'MGLL', 'EPHX1', 'AKR1C3', 'AKR1C2', 'AKR1B10']",1
GO:0033559,unsaturated fatty acid metabolic process,0.0003149407714104782,111,25,5,21031,0.2,0.04504504504504504,"['AKR1C1', 'MGLL', 'EPHX1', 'AKR1C3', 'AKR1C2']",1
KEGG:05225,Hepatocellular carcinoma,0.00031566047833060944,166,24,6,8484,0.25,0.03614457831325301,"['MGST1', 'TXNRD1', 'TXNRD2', 'GSTO1', 'NQO1', 'HMOX1']",1
GO:0042180,cellular ketone metabolic process,0.00034283705484547937,223,25,6,21031,0.24,0.026905829596412557,"['AKR1C1', 'AKR1C3', 'NQO1', 'AKR1C2', 'AKR1B10', 'VKORC1L1']",1
GO:0006690,icosanoid metabolic process,0.00046497294652875226,120,25,5,21031,0.2,0.041666666666666664,"['AKR1C1', 'MGLL', 'EPHX1', 'AKR1C3', 'AKR1C2']",1
GO:0006979,response to oxidative stress,0.0004676362577262786,393,25,7,21031,0.28,0.017811704834605598,"['MGST1', 'TXNRD1', 'TXNRD2', 'NQO1', 'HMOX1', 'VKORC1L1', 'GPX2']",1
KEGG:00450,Selenocompound metabolism,0.000666328763035017,16,24,3,8484,0.125,0.1875,"['SEPHS1', 'TXNRD1', 'TXNRD2']",1
GO:0019752,carboxylic acid metabolic process,0.0008690582384910668,899,25,9,21031,0.36,0.010011123470522803,"['ACSL3', 'AKR1C1', 'MGLL', 'SEPHS1', 'EPHX1', 'AKR1C3', 'GSTO1', 'AKR1C2', 'QDPR']",1
GO:0019748,secondary metabolic process,0.0009430041313263336,56,25,4,21031,0.16,0.07142857142857142,"['AKR1C1', 'AKR1C3', 'AKR1C2', 'AKR1B10']",1
GO:0043436,oxoacid metabolic process,0.0010646371698123443,921,25,9,21031,0.36,0.009771986970684038,"['ACSL3', 'AKR1C1', 'MGLL', 'SEPHS1', 'EPHX1', 'AKR1C3', 'GSTO1', 'AKR1C2', 'QDPR']",1
GO:0006082,organic acid metabolic process,0.0011242094985786071,927,25,9,21031,0.36,0.009708737864077669,"['ACSL3', 'AKR1C1', 'MGLL', 'SEPHS1', 'EPHX1', 'AKR1C3', 'GSTO1', 'AKR1C2', 'QDPR']",1
GO:0042448,progesterone metabolic process,0.0017205602447383202,17,25,3,21031,0.12,0.17647058823529413,"['AKR1C1', 'AKR1C3', 'AKR1C2']",1
KEGG:05204,Chemical carcinogenesis - DNA adducts,0.002053829175535343,67,24,4,8484,0.16666666666666666,0.05970149253731343,"['MGST1', 'EPHX1', 'GSTO1', 'AKR1C2']",1
GO:0016488,farnesol catabolic process,0.0023389668183384496,2,25,2,21031,0.08,1.0,"['AKR1C3', 'AKR1B10']",1
GO:0016487,farnesol metabolic process,0.0023389668183384496,2,25,2,21031,0.08,1.0,"['AKR1C3', 'AKR1B10']",1
GO:0016107,sesquiterpenoid catabolic process,0.0023389668183384496,2,25,2,21031,0.08,1.0,"['AKR1C3', 'AKR1B10']",1
KEGG:00980,Metabolism of xenobiotics by cytochrome P450,0.0030426329246796666,74,24,4,8484,0.16666666666666666,0.05405405405405406,"['MGST1', 'AKR1C1', 'EPHX1', 'GSTO1']",1
GO:0006081,cellular aldehyde metabolic process,0.003241735293497422,76,25,4,21031,0.16,0.05263157894736842,"['TKT', 'AKR1C1', 'AKR1C3', 'RPIA']",1
KEGG:00790,Folate biosynthesis,0.0034099755947672055,27,24,3,8484,0.125,0.1111111111111111,"['AKR1C3', 'AKR1B10', 'QDPR']",1
GO:1901135,carbohydrate derivative metabolic process,0.0043600630469203825,1091,25,9,21031,0.36,0.008249312557286892,"['TKT', 'ACSL3', 'AKR1C1', 'AKR1C3', 'G6PC3', 'AKR1C2', 'AKR1B10', 'RPIA', 'NDUFA5']",1
GO:1901657,glycosyl compound metabolic process,0.004617257340711271,83,25,4,21031,0.16,0.04819277108433735,"['AKR1C1', 'AKR1C3', 'AKR1C2', 'AKR1B10']",1
GO:0070887,cellular response to chemical stimulus,0.004622916236836168,2683,25,13,21031,0.52,0.004845322400298174,"['MGST1', 'AKR1C1', 'EPHX1', 'AKR1C3', 'TXNRD1', 'TXNRD2', 'GSTO1', 'NQO1', 'AKR1C2', 'AKR1B10', 'HMOX1', 'VKORC1L1', 'GPX2']",1
GO:0006714,sesquiterpenoid metabolic process,0.007011784069374406,3,25,2,21031,0.08,0.6666666666666666,"['AKR1C3', 'AKR1B10']",1
GO:0006631,fatty acid metabolic process,0.00981680525744622,397,25,6,21031,0.24,0.015113350125944584,"['ACSL3', 'AKR1C1', 'MGLL', 'EPHX1', 'AKR1C3', 'AKR1C2']",1
GO:0051156,glucose 6-phosphate metabolic process,0.0101684895844841,30,25,3,21031,0.12,0.1,"['TKT', 'G6PC3', 'RPIA']",1
GO:0034308,primary alcohol metabolic process,0.012254474082012268,106,25,4,21031,0.16,0.03773584905660377,"['AKR1C1', 'AKR1C3', 'AKR1C2', 'AKR1B10']",1
