Gene stable ID	Gene name
ENSG00000119121	TRPM6
ENSG00000157601	MX1
ENSG00000140044	JDP2
ENSG00000273793	DUSP8
ENSG00000137880	GCHFR
ENSG00000125245	GPR18
ENSG00000074410	CA12
ENSG00000042317	SPATA7
ENSG00000285023	CHORDC1
ENSG00000008086	CDKL5
ENSG00000134013	LOXL2
ENSG00000276230	RNH1
ENSG00000131100	ATP6V1E1
ENSG00000276561	IRF7
ENSG00000099256	PRTFDC1
ENSG00000168300	PCMTD1
ENSG00000274473	SCT
ENSG00000104765	BNIP3L
ENSG00000136770	DNAJC1
ENSG00000278165	DUSP8
ENSG00000281618	IFITM10
ENSG00000125378	BMP4
ENSG00000267325	LINC01415
ENSG00000160282	FTCD
ENSG00000119547	ONECUT2
ENSG00000137809	ITGA11
ENSG00000165092	ALDH1A1
ENSG00000129988	LBP
ENSG00000065923	SLC9A7
ENSG00000074696	HACD3
ENSG00000142156	COL6A1
ENSG00000187601	MAGEH1
ENSG00000198796	ALPK2
ENSG00000100312	ACR
ENSG00000087842	PIR
ENSG00000135069	PSAT1
ENSG00000160180	TFF3
ENSG00000131080	EDA2R
ENSG00000183324	REC114
ENSG00000165105	RASEF
ENSG00000130706	ADRM1
ENSG00000182220	ATP6AP2
ENSG00000136108	CKAP2
ENSG00000165416	SUGT1
ENSG00000135052	GOLM1
ENSG00000163132	MSX1
ENSG00000124145	SDC4
ENSG00000203441	LINC00449
ENSG00000184164	CRELD2
ENSG00000156049	GNA14
ENSG00000147100	SLC16A2
ENSG00000102316	MAGED2
ENSG00000107984	DKK1
ENSG00000215612	HMX1
ENSG00000170759	KIF5B
ENSG00000135040	NAA35
ENSG00000155622	XAGE2
ENSG00000133398	MED10
ENSG00000240694	PNMA2
ENSG00000154856	APCDD1
ENSG00000172159	FRMD3
ENSG00000060339	CCAR1
ENSG00000276776	TC2N
ENSG00000258791	LINC00520
ENSG00000113569	NUP155
ENSG00000109819	PPARGC1A
ENSG00000226673	LINC01108
ENSG00000196419	XRCC6
ENSG00000130222	GADD45G
ENSG00000277405	SERPINA6
ENSG00000132823	OSER1
ENSG00000089486	CDIP1
ENSG00000003147	ICA1
ENSG00000206075	SERPINB5
ENSG00000178538	CA8
ENSG00000276879	IFI27L2
ENSG00000276781	CHGA
ENSG00000273761	DDX24
ENSG00000277377	SERPINA1
ENSG00000181626	ANKRD62
ENSG00000282633	IGHA1
ENSG00000100629	CEP128
ENSG00000277633	IGHG1
ENSG00000124787	RPP40
ENSG00000122952	ZWINT
ENSG00000125879	OTOR
ENSG00000176014	TUBB6
ENSG00000121005	CRISPLD1
ENSG00000165480	SKA3
ENSG00000165487	MICU2
ENSG00000103534	TMC5
ENSG00000131668	BARX1
ENSG00000140284	SLC27A2
ENSG00000205476	CCDC85C
ENSG00000104722	NEFM
ENSG00000120699	EXOSC8
ENSG00000080823	MOK
ENSG00000131669	NINJ1
ENSG00000145990	GFOD1
ENSG00000056097	ZFR
ENSG00000107789	MINPP1
ENSG00000101608	MYL12A
ENSG00000177182	CLVS1
ENSG00000164877	MICALL2
ENSG00000278211	TRIM69
ENSG00000179630	LACC1
ENSG00000273686	B2M
ENSG00000118680	MYL12B
ENSG00000101198	NKAIN4
ENSG00000102390	PBDC1
ENSG00000078401	EDN1
ENSG00000275620	FLJ16779
ENSG00000138119	MYOF
ENSG00000160298	C21orf58
ENSG00000112183	RBM24
ENSG00000145247	OCIAD2
ENSG00000100764	PSMC1
ENSG00000134419	RPS15A
ENSG00000125384	PTGER2
ENSG00000136378	ADAMTS7
ENSG00000124766	SOX4
ENSG00000268104	SLC6A14
ENSG00000152804	HHEX
ENSG00000146038	DCDC2
ENSG00000047648	ARHGAP6
ENSG00000172201	ID4
ENSG00000041357	PSMA4
ENSG00000274734	ARHGAP11B
ENSG00000275568	ARHGAP11A
ENSG00000276886	GREM1
ENSG00000262243	CES1
ENSG00000277614	SCG5
ENSG00000275746	KLF13
ENSG00000100784	RPS6KA5
ENSG00000116017	ARID3A
ENSG00000262788	UTP4
ENSG00000121390	PSPC1
ENSG00000286139	ARHGAP11B
ENSG00000281931	SCG5
ENSG00000159131	GART
ENSG00000282046	GREM1
ENSG00000197614	MFAP5
ENSG00000248092	NNT-AS1
ENSG00000093009	CDC45
ENSG00000196730	DAPK1
ENSG00000113389	NPR3
ENSG00000136153	LMO7
ENSG00000101331	CCM2L
ENSG00000282830	CALB2
ENSG00000101367	MAPRE1
ENSG00000101000	PROCR
ENSG00000169271	HSPB3
ENSG00000134363	FST
ENSG00000077420	APBB1IP
ENSG00000125966	MMP24
ENSG00000276870	PLA2G10
ENSG00000112996	MRPS30
ENSG00000283056	ZG16B
ENSG00000282937	PRSS22
ENSG00000281548	LINC00895
ENSG00000275911	NDE1
ENSG00000284810	CTRB2
ENSG00000125676	THOC2
ENSG00000151388	ADAMTS12
ENSG00000154040	CABYR
ENSG00000124194	GDAP1L1
ENSG00000274636	GLIS2
ENSG00000274334	VASN
ENSG00000100739	BDKRB1
ENSG00000139112	GABARAPL1
ENSG00000184470	TXNRD2
ENSG00000170779	CDCA4
ENSG00000277424	HMOX2
ENSG00000148123	PLPPR1
ENSG00000103528	SYT17
ENSG00000274336	CDIP1
ENSG00000100600	LGMN
ENSG00000101335	MYL9
ENSG00000166828	SCNN1G
ENSG00000054598	FOXC1
ENSG00000135046	ANXA1
ENSG00000053747	LAMA3
ENSG00000276333	HS3ST6
ENSG00000198171	DDRGK1
ENSG00000227234	SPANXB1
ENSG00000095932	SMIM24
ENSG00000086061	DNAJA1
ENSG00000282750	TBC1D3B
ENSG00000293547	CCL4L2
ENSG00000278632	TBC1D3B
ENSG00000282604	CCL4L2
ENSG00000089289	IGBP1
ENSG00000248256	OCIAD1-AS1
ENSG00000262045	KRT34
ENSG00000263012	KRT33B
ENSG00000007944	MYLIP
ENSG00000198301	SDAD1
ENSG00000125968	ID1
ENSG00000164949	GEM
ENSG00000124784	RIOK1
ENSG00000088325	TPX2
ENSG00000292028	KRT33B
ENSG00000292033	KRT34
ENSG00000292034	KRTAP2-3
ENSG00000275031	METRNL
ENSG00000060138	YBX3
ENSG00000164687	FABP5
ENSG00000185567	AHNAK2
ENSG00000150459	SAP18
ENSG00000282307	SERPINF1
ENSG00000275246	TLCD2
ENSG00000146122	DAAM2
ENSG00000198573	SPANXC
ENSG00000278550	SLC43A2
ENSG00000103742	IGDCC4
ENSG00000274145	RILP
ENSG00000280563	NXN
ENSG00000282800	MIR22HG
ENSG00000274474	YWHAE
ENSG00000179772	FOXS1
ENSG00000171552	BCL2L1
ENSG00000276838	SERPINF2
ENSG00000117983	MUC5B
ENSG00000010404	IDS
ENSG00000211895	IGHA1
ENSG00000152315	KCNK13
ENSG00000145284	SCD5
ENSG00000154764	WNT7A
ENSG00000133665	DYDC2
ENSG00000138587	MNS1
ENSG00000276155	MAPT
ENSG00000136824	SMC2
ENSG00000079112	CDH17
ENSG00000125850	OVOL2
ENSG00000170540	ARL6IP1
ENSG00000277956	MAPT
ENSG00000282637	MAP3K14
ENSG00000152932	RAB3C
ENSG00000281300	NXN
ENSG00000131966	ACTR10
ENSG00000148200	NR6A1
ENSG00000122870	BICC1
ENSG00000170571	EMB
ENSG00000144635	DYNC1LI1
ENSG00000263243	KRT12
ENSG00000263057	KRT20
ENSG00000262068	KRTAP3-1
ENSG00000261862	KRTAP1-5
ENSG00000262808	KRTAP1-1
ENSG00000262862	KRTAP2-3
ENSG00000213949	ITGA1
ENSG00000148175	STOM
ENSG00000164649	CDCA7L
ENSG00000284320	SHMT1
ENSG00000170502	NUDT9
ENSG00000103485	QPRT
ENSG00000110328	GALNT18
ENSG00000175868	CALCB
ENSG00000147586	MRPS28
ENSG00000171105	INSR
ENSG00000100985	MMP9
ENSG00000148834	GSTO1
ENSG00000275851	MLLT6
ENSG00000127663	KDM4B
ENSG00000088836	SLC4A11
ENSG00000215182	MUC5AC
ENSG00000146166	LGSN
ENSG00000275099	GGNBP2
ENSG00000137831	UACA
ENSG00000276072	AATF
ENSG00000130177	CDC16
ENSG00000274233	CCL5
ENSG00000275932	DUSP14
ENSG00000274577	LHX1
ENSG00000065833	ME1
ENSG00000276761	CWC25
ENSG00000166535	A2ML1
ENSG00000196739	COL27A1
ENSG00000278843	MMP28
ENSG00000274939	TBC1D3B
ENSG00000038427	VCAN
ENSG00000273780	ARHGAP23
ENSG00000167077	MEI1
ENSG00000275903	PSMB3
ENSG00000276125	CCL4L2
ENSG00000102900	NUP93
ENSG00000057657	PRDM1
ENSG00000146592	CREB5
ENSG00000141968	VAV1
ENSG00000262634	SKA1
ENSG00000282110	MAPK4
ENSG00000226496	LINC00323
ENSG00000136826	KLF4
ENSG00000198157	HMGN5
ENSG00000262102	DSEL
ENSG00000169116	PARM1
ENSG00000156535	CD109
ENSG00000167157	PRRX2
ENSG00000060982	BCAT1
ENSG00000197641	SERPINB13
ENSG00000160563	MED27
ENSG00000101412	E2F1
ENSG00000272274	LINC00551
ENSG00000206073	SERPINB4
ENSG00000224743	TEX26-AS1
ENSG00000112081	SRSF3
ENSG00000242372	EIF6
ENSG00000147872	PLIN2
ENSG00000274273	ATP9B
ENSG00000118407	FILIP1
ENSG00000105278	ZFR2
ENSG00000100297	MCM5
ENSG00000181350	LRRC75A
ENSG00000102471	NDFIP2
ENSG00000132646	PCNA
ENSG00000104361	NIPAL2
ENSG00000057149	SERPINB3
ENSG00000282266	ATP9B
ENSG00000133131	MORC4
ENSG00000104267	CA2
ENSG00000121691	CAT
ENSG00000155959	VBP1
ENSG00000178690	DYNAP
ENSG00000100292	HMOX1
ENSG00000008394	MGST1
ENSG00000149100	EIF3M
ENSG00000109046	WSB1
ENSG00000169288	MRPL1
ENSG00000082397	EPB41L3
ENSG00000087245	MMP2
ENSG00000106483	SFRP4
ENSG00000151491	EPS8
ENSG00000136270	TBRG4
ENSG00000123219	CENPK
ENSG00000120694	HSPH1
ENSG00000133401	PDZD2
ENSG00000272398	CD24
ENSG00000155463	OXA1L
ENSG00000138801	PAPSS1
ENSG00000129151	BBOX1
ENSG00000108578	BLMH
ENSG00000171864	PRND
ENSG00000261742	LINC00922
ENSG00000101265	RASSF2
ENSG00000164171	ITGA2
ENSG00000112796	ENPP5
ENSG00000138663	COPS4
ENSG00000139793	MBNL2
ENSG00000179431	FJX1
ENSG00000234380	LINC01426
ENSG00000095596	CYP26A1
ENSG00000148541	FAM13C
ENSG00000267064	UXT-AS1
ENSG00000102265	TIMP1
ENSG00000160299	PCNT
ENSG00000253898	LINC01419
ENSG00000103888	CEMIP
ENSG00000167693	NXN
ENSG00000164039	BDH2
ENSG00000165304	MELK
ENSG00000111912	NCOA7
ENSG00000135720	DYNC1LI2
ENSG00000123136	DDX39A
ENSG00000104341	LAPTM4B
ENSG00000174607	UGT8
ENSG00000126226	PCID2
ENSG00000120051	CFAP58
ENSG00000159140	SON
ENSG00000196932	TMEM26
ENSG00000146731	CCT6A
ENSG00000103460	TOX3
ENSG00000123146	ADGRE5
ENSG00000168621	GDNF
ENSG00000156486	KCNS2
ENSG00000141076	UTP4
ENSG00000164300	SERINC5
ENSG00000100462	PRMT5
ENSG00000138777	PPA2
ENSG00000146410	MTFR2
ENSG00000115705	TPO
ENSG00000177599	ZNF491
ENSG00000179715	PCED1B
ENSG00000133433	GSTT2B
ENSG00000065154	OAT
ENSG00000168928	CTRB2
ENSG00000071859	FAM50A
ENSG00000103089	FA2H
ENSG00000170430	MGMT
ENSG00000248587	GDNF-AS1
ENSG00000131378	RFTN1
ENSG00000164089	ETNPPL
ENSG00000107290	SETX
ENSG00000171853	TRAPPC12
ENSG00000178573	MAF
ENSG00000103047	TANGO6
ENSG00000135447	PPP1R1A
ENSG00000148344	PTGES
ENSG00000276023	DUSP14
ENSG00000186115	CYP4F2
ENSG00000100285	NEFH
ENSG00000166831	RBPMS2
ENSG00000100804	PSMB5
ENSG00000050730	TNIP3
ENSG00000182752	PAPPA
ENSG00000169067	ACTBL2
ENSG00000070761	CFAP20
ENSG00000214078	CPNE1
ENSG00000131153	GINS2
ENSG00000171451	DSEL
ENSG00000136928	GABBR2
ENSG00000171863	RPS7
ENSG00000160951	PTGER1
ENSG00000105135	ILVBL
ENSG00000164543	STK17A
ENSG00000163029	SMC6
ENSG00000187546	AGMO
ENSG00000178425	NT5DC1
ENSG00000254894	NAV2-AS1
ENSG00000135362	PRR5L
ENSG00000075213	SEMA3A
ENSG00000144642	RBMS3
ENSG00000205078	SYCE1L
ENSG00000134294	SLC38A2
ENSG00000142192	APP
ENSG00000106605	BLVRA
ENSG00000255302	EID1
ENSG00000196152	ZNF79
ENSG00000134508	CABLES1
ENSG00000204363	SPANXN5
ENSG00000276848	KIR3DX1
ENSG00000274646	RPS9
ENSG00000047634	SCML1
ENSG00000277816	LILRB3
ENSG00000277414	LILRB5
ENSG00000274669	LILRB1
ENSG00000184939	ZFP90
ENSG00000140287	HDC
ENSG00000276458	LENG8
ENSG00000276537	TTYH1
ENSG00000204103	MAFB
ENSG00000132793	LPIN3
ENSG00000277808	LENG1
ENSG00000273633	CDC42EP5
ENSG00000275330	VSTM1
ENSG00000275082	NLRP2
ENSG00000182199	SHMT2
ENSG00000019549	SNAI2
ENSG00000140450	ARRDC4
ENSG00000179222	MAGED1
ENSG00000100604	CHGA
ENSG00000275577	VSTM1
ENSG00000156261	CCT8
ENSG00000276774	LENG1
ENSG00000274626	RPS9
ENSG00000084710	EFR3B
ENSG00000181026	AEN
ENSG00000156469	MTERF3
ENSG00000124107	SLPI
ENSG00000276159	VSTM1
ENSG00000275399	NLRP2
ENSG00000101443	WFDC2
ENSG00000278081	RPS9
ENSG00000185787	MORF4L1
ENSG00000277457	LENG1
ENSG00000095370	SH2D3C
ENSG00000275796	NLRP2
ENSG00000136982	DSCC1
ENSG00000141429	GALNT1
ENSG00000172172	MRPL13
ENSG00000171621	SPSB1
ENSG00000102466	FGF14
ENSG00000005194	CIAPIN1
ENSG00000094804	CDC6
ENSG00000101457	DNTTIP1
ENSG00000276066	VSTM1
ENSG00000278426	LENG1
ENSG00000274638	NLRP2
ENSG00000274953	VSTM1
ENSG00000156804	FBXO32
ENSG00000276628	LENG1
ENSG00000278789	NLRP2
ENSG00000277359	RPS9
ENSG00000274005	RPS9
ENSG00000229544	NKX1-2
ENSG00000108344	PSMD3
ENSG00000152495	CAMK4
ENSG00000166033	HTRA1
ENSG00000132561	MATN2
ENSG00000114378	HYAL1
ENSG00000175063	UBE2C
ENSG00000128242	GAL3ST1
ENSG00000102755	FLT1
ENSG00000188153	COL4A5
ENSG00000137251	TINAG
ENSG00000154118	JPH3
ENSG00000277607	VSTM1
ENSG00000161405	IKZF3
ENSG00000178184	PARD6G
ENSG00000275935	LENG1
ENSG00000276363	VSTM1
ENSG00000275323	RPS9
ENSG00000278257	LENG1
ENSG00000277079	RPS9
ENSG00000275843	NLRP2
ENSG00000140937	CDH11
ENSG00000274311	LILRB5
ENSG00000101557	USP14
ENSG00000095970	TREM2
ENSG00000101470	TNNC2
ENSG00000276452	LILRB1
ENSG00000196591	HDAC2
ENSG00000278682	NLRP2
ENSG00000164211	STARD4
ENSG00000100504	PYGL
ENSG00000156509	FBXO43
ENSG00000157542	KCNJ6
ENSG00000083635	NUFIP1
ENSG00000137575	SDCBP
ENSG00000139117	CPNE8
ENSG00000168301	KCTD6
ENSG00000277807	LILRB1
ENSG00000276033	KIR3DX1
ENSG00000276887	TTYH1
ENSG00000273991	LILRB5
ENSG00000274305	LENG8
ENSG00000278516	LENG1
ENSG00000273622	CDC42EP5
ENSG00000080986	NDC80
ENSG00000277060	NLRP2
ENSG00000274950	RPS9
ENSG00000170545	SMAGP
ENSG00000275019	LILRB3
ENSG00000274887	VSTM1
ENSG00000156709	AIFM1
ENSG00000122694	GLIPR2
ENSG00000149021	SCGB1A1
ENSG00000148346	LCN2
ENSG00000129173	E2F8
ENSG00000259494	MRPL46
ENSG00000166377	ATP9B
ENSG00000099994	SUSD2
ENSG00000157570	TSPAN18
ENSG00000167112	TRUB2
ENSG00000103257	SLC7A5
ENSG00000118596	SLC16A7
ENSG00000198208	RPS6KL1
ENSG00000067113	PLPP1
ENSG00000106236	NPTX2
ENSG00000125304	TM9SF2
ENSG00000119630	PGF
ENSG00000130287	NCAN
ENSG00000049323	LTBP1
ENSG00000275650	TTYH1
ENSG00000276681	LENG8
ENSG00000278444	CDC42EP5
ENSG00000275918	KIR3DX1
ENSG00000119718	EIF2B2
ENSG00000277804	PRTN3
ENSG00000277134	LILRB1
ENSG00000196576	PLXNB2
ENSG00000058272	PPP1R12A
ENSG00000164199	ADGRV1
ENSG00000273992	NLRP2
ENSG00000275962	VSTM1
ENSG00000173473	SMARCC1
ENSG00000275885	PRPF31
ENSG00000079134	THOC1
ENSG00000276959	LENG1
ENSG00000278270	RPS9
ENSG00000274587	LILRB3
ENSG00000278437	LILRB5
ENSG00000169919	GUSB
ENSG00000170348	TMED10
ENSG00000291363	MUC5AC
ENSG00000102738	MRPS31
ENSG00000102804	TSC22D1
ENSG00000162444	RBP7
ENSG00000288195	PODNL1
ENSG00000147155	EBP
ENSG00000158125	XDH
ENSG00000183098	GPC6
ENSG00000176697	BDNF
ENSG00000104490	NCALD
ENSG00000239900	ADSL
ENSG00000112175	BMP5
ENSG00000165192	ASB11
ENSG00000006210	CX3CL1
ENSG00000282958	HNRNPR
ENSG00000283060	ID3
ENSG00000283106	ZNF436-AS1
ENSG00000112249	ASCC3
ENSG00000227640	SOX21-AS1
ENSG00000125285	SOX21
ENSG00000104537	ANXA13
ENSG00000125257	ABCC4
ENSG00000172403	SYNPO2
ENSG00000173227	SYT12
ENSG00000164400	CSF2
ENSG00000206538	VGLL3
ENSG00000114480	GBE1
ENSG00000198729	PPP1R14C
ENSG00000282880	B3GALNT2
ENSG00000187105	HEATR4
ENSG00000115380	EFEMP1
ENSG00000139926	FRMD6
ENSG00000167779	IGFBP6
ENSG00000121039	RDH10
ENSG00000103187	COTL1
ENSG00000137135	ARHGEF39
ENSG00000102978	POLR2C
ENSG00000285069	SESN2
ENSG00000198467	TPM2
ENSG00000288204	HMX1
ENSG00000166477	LEO1
ENSG00000100129	EIF3L
ENSG00000139644	TMBIM6
ENSG00000138594	TMOD3
ENSG00000034677	RNF19A
ENSG00000126353	CCR7
ENSG00000100867	DHRS2
ENSG00000154102	C16orf74
ENSG00000064545	TMEM161A
ENSG00000176890	TYMS
ENSG00000291368	ACR
ENSG00000106384	MOGAT3
ENSG00000119655	NPC2
ENSG00000102580	DNAJC3
ENSG00000131746	TNS4
ENSG00000129596	CDO1
ENSG00000188910	GJB3
ENSG00000185825	BCAP31
ENSG00000077514	POLD3
ENSG00000281484	BTG3
ENSG00000100603	SNW1
ENSG00000127564	PKMYT1
ENSG00000164109	MAD2L1
ENSG00000147614	ATP6V0D2
ENSG00000138029	HADHB
ENSG00000154473	BUB3
ENSG00000281775	FTCD
ENSG00000138814	PPP3CA
ENSG00000282559	HNRNPCL3
ENSG00000166012	TAF1D
ENSG00000110934	BIN2
ENSG00000162073	PAQR4
ENSG00000129595	EPB41L4A
ENSG00000142627	EPHA2
ENSG00000140259	MFAP1
ENSG00000105825	TFPI2
ENSG00000184697	CLDN6
ENSG00000131652	THOC6
ENSG00000291387	PADI2
ENSG00000186529	CYP4F3
ENSG00000180879	SSR4
ENSG00000113522	RAD50
ENSG00000278695	GSTT2B
ENSG00000141753	IGFBP4
ENSG00000151012	SLC7A11
ENSG00000148700	ADD3
ENSG00000198910	L1CAM
ENSG00000280962	DUSP16
ENSG00000133639	BTG1
ENSG00000111605	CPSF6
ENSG00000138079	SLC3A1
ENSG00000103769	RAB11A
ENSG00000240476	LINC00973
ENSG00000291420	ACTG1
ENSG00000164035	EMCN
ENSG00000133640	LRRIQ1
ENSG00000277443	MARCKS
ENSG00000178301	AQP11
ENSG00000153233	PTPRR
ENSG00000105852	PON3
ENSG00000292096	HAT1
ENSG00000146072	TNFRSF21
ENSG00000292102	DYNC1I2
ENSG00000113369	ARRDC3
ENSG00000139618	BRCA2
ENSG00000106366	SERPINE1
ENSG00000196975	ANXA4
ENSG00000100823	APEX1
ENSG00000288512	C1R
ENSG00000277354	CRIM1
ENSG00000133101	CCNA1
