"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000396937 (pp) 9606.ENSP00000441543","false","pp","9606.ENSP00000396937 (pp) 9606.ENSP00000441543","0.058",,"0.5","0.89",,,,"0.953","0.209"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000361949","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000361949","0.416",,,"0.264",,,,"0.833","0.643"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000425561","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000425561","0.234",,"0.9","0.876",,,,"0.999","0.999"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000216802","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000216802","0.426",,,"0.976",,,,"0.992","0.477"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000426909","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000426909","0.804",,,"0.84",,,,"0.985","0.575"
"pp","9606.ENSP00000216442 (pp) 9606.ENSP00000354632","false","pp","9606.ENSP00000216442 (pp) 9606.ENSP00000354632","0.064",,"0.792",,,,,"0.811","0.109"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000286788","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000286788","0.796",,,"0.178",,,,"0.847","0.167"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000495273","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000495273","0.383",,,"0.81",,,,"0.908","0.279"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000363993","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000363993","0.693",,"0.72","0.997",,,,"0.999","0.87"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000484998","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000484998","0.81",,,"0.999",,,"0.057","0.999","0.851"
"pp","9606.ENSP00000398632 (pp) 9606.ENSP00000496414","false","pp","9606.ENSP00000398632 (pp) 9606.ENSP00000496414","0.054",,,"0.903",,,,"0.999","0.992"
"pp","9606.ENSP00000216442 (pp) 9606.ENSP00000381736","false","pp","9606.ENSP00000216442 (pp) 9606.ENSP00000381736","0.127",,"0.9","0.114",,,,"0.934","0.247"
"pp","9606.ENSP00000396937 (pp) 9606.ENSP00000484998","false","pp","9606.ENSP00000396937 (pp) 9606.ENSP00000484998","0.413",,"0.72","0.999",,,,"0.999","0.724"
"pp","9606.ENSP00000396937 (pp) 9606.ENSP00000483688","false","pp","9606.ENSP00000396937 (pp) 9606.ENSP00000483688","0.438",,,"0.994",,,,"0.999","0.732"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000358089","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000358089","0.201",,,"0.094",,,"0.042","0.812","0.762"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000299300","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000299300","0.787",,,"0.24",,,,"0.85","0.155"
"pp","9606.ENSP00000398632 (pp) 9606.ENSP00000482581","false","pp","9606.ENSP00000398632 (pp) 9606.ENSP00000482581","0.059",,"0.9",,,,,"0.938","0.397"
"pp","9606.ENSP00000398632 (pp) 9606.ENSP00000497733","false","pp","9606.ENSP00000398632 (pp) 9606.ENSP00000497733","0.121",,"0.9","0.163",,,,"0.987","0.846"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000477725","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000477725",,,,"0.901",,,,"0.9",
"pp","9606.ENSP00000398632 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000398632 (pp) 9606.ENSP00000495360","0.058",,,,,,,"0.846","0.844"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000326381","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000326381","0.055","0.048","0.9","0.836",,,,"0.994","0.659"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000362744","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000362744","0.584",,,"0.844",,,,"0.94","0.156"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000483688","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000483688","0.944",,"0.9","0.998",,,,"0.999","0.897"
"pp","9606.ENSP00000398632 (pp) 9606.ENSP00000447297","false","pp","9606.ENSP00000398632 (pp) 9606.ENSP00000447297","0.1",,,"0.517",,,,"0.849","0.682"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000339063","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000339063","0.617",,,"0.25",,,,"0.935","0.794"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000499044","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000499044","0.287",,,"0.809",,,,"0.881","0.197"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000396937","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000396937","0.403",,,"0.991",,,,"0.998","0.684"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000348708","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000348708","0.163",,,"0.289",,,,"0.869","0.799"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000261303","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000261303","0.73",,,"0.996",,,,"0.999","0.736"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000329915","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000329915","0.145",,,"0.475",,,,"0.818","0.628"
"pp","9606.ENSP00000401980 (pp) 9606.ENSP00000441543","false","pp","9606.ENSP00000401980 (pp) 9606.ENSP00000441543","0.087",,,"0.906",,,,"0.917","0.115"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000360525","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000360525","0.217",,,"0.476",,,,"0.921","0.823"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000310129","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000310129","0.662",,,"0.997",,,,"0.999","0.813"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000418695","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000418695","0.743",,,"0.995",,,,"0.999","0.588"
"pp","9606.ENSP00000401445 (pp) 9606.ENSP00000448665","false","pp","9606.ENSP00000401445 (pp) 9606.ENSP00000448665","0.085",,,"0.053",,,,"0.887","0.881"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000362688","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000362688","0.785",,,,,,,"0.805","0.132"
"pp","9606.ENSP00000398632 (pp) 9606.ENSP00000446007","false","pp","9606.ENSP00000398632 (pp) 9606.ENSP00000446007","0.268",,,,,,,"0.809","0.75"
"pp","9606.ENSP00000400223 (pp) 9606.ENSP00000406229","false","pp","9606.ENSP00000400223 (pp) 9606.ENSP00000406229","0.177",,,"0.269",,,,"0.844","0.763"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000340691","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000340691","0.086",,"0.5",,,,,"0.928","0.856"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000219313","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000219313","0.625",,,"0.994",,,,"0.999","0.726"
"pp","9606.ENSP00000400341 (pp) 9606.ENSP00000437955","false","pp","9606.ENSP00000400341 (pp) 9606.ENSP00000437955",,,,"0.095",,,,"0.88","0.874"
"pp","9606.ENSP00000401445 (pp) 9606.ENSP00000426909","false","pp","9606.ENSP00000401445 (pp) 9606.ENSP00000426909",,,"0.72","0.052",,,,"0.905","0.672"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000497641","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000497641","0.318","0.056","0.5","0.512",,,,"0.979","0.89"
"pp","9606.ENSP00000398632 (pp) 9606.ENSP00000481841","false","pp","9606.ENSP00000398632 (pp) 9606.ENSP00000481841",,,,,,,,"0.898","0.899"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000437125","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000437125","0.688",,,"0.188",,,,"0.802","0.283"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000362688","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000362688","0.833",,,"0.965",,,,"0.997","0.665"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000377958","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000377958","0.741",,,"0.154",,,,"0.802","0.171"
"pp","9606.ENSP00000404190 (pp) 9606.ENSP00000499238","false","pp","9606.ENSP00000404190 (pp) 9606.ENSP00000499238","0.748",,,,,,,"0.869","0.506"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000419449","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000419449","0.182",,,"0.801",,,,"0.998","0.991"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000433664","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000433664","0.364",,"0.9","0.924",,,,"0.999","0.983"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000259457","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000259457","0.688",,"0.9","0.998",,,,"0.999","0.78"
"pp","9606.ENSP00000293831 (pp) 9606.ENSP00000307940","false","pp","9606.ENSP00000293831 (pp) 9606.ENSP00000307940","0.76",,,"0.318",,,,"0.97","0.833"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000262193","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000262193","0.962",,"0.9","0.998",,,,"0.999","0.978"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000272317","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000272317","0.319",,"0.5","0.916",,,,"0.974","0.208"
"pp","9606.ENSP00000401980 (pp) 9606.ENSP00000496832","false","pp","9606.ENSP00000401980 (pp) 9606.ENSP00000496832",,,,"0.095",,,,"0.807","0.796"
"pp","9606.ENSP00000295666 (pp) 9606.ENSP00000360266","false","pp","9606.ENSP00000295666 (pp) 9606.ENSP00000360266","0.062",,"0.75","0.292",,,,"0.85","0.205"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000391211","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000391211","0.815",,,"0.994",,,,"0.999","0.687"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000478771","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000478771","0.124",,"0.5","0.88",,,,"0.945","0.085"
"pp","9606.ENSP00000404190 (pp) 9606.ENSP00000497733","false","pp","9606.ENSP00000404190 (pp) 9606.ENSP00000497733","0.052",,"0.4","0.903",,,,"0.979","0.671"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000270586","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000270586","0.814",,"0.9","0.998",,,,"0.999","0.811"
"pp","9606.ENSP00000401980 (pp) 9606.ENSP00000478771","false","pp","9606.ENSP00000401980 (pp) 9606.ENSP00000478771","0.086",,,"0.906",,,,"0.912","0.072"
"pp","9606.ENSP00000404190 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000404190 (pp) 9606.ENSP00000481380","0.782",,,,,,,"0.856","0.369"
"pp","9606.ENSP00000295666 (pp) 9606.ENSP00000497069","false","pp","9606.ENSP00000295666 (pp) 9606.ENSP00000497069",,,,"0.052",,,,"0.841","0.84"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000481029","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000481029","0.485",,,"0.997",,,"0.057","0.999","0.813"
"pp","9606.ENSP00000404190 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000404190 (pp) 9606.ENSP00000411532","0.649",,,,,,,"0.882","0.678"
"pp","9606.ENSP00000404503 (pp) 9606.ENSP00000448665","false","pp","9606.ENSP00000404503 (pp) 9606.ENSP00000448665","0.083",,"0.75",,,,,"0.876","0.506"
"pp","9606.ENSP00000295666 (pp) 9606.ENSP00000398736","false","pp","9606.ENSP00000295666 (pp) 9606.ENSP00000398736","0.131",,,,,,,"0.926","0.919"
"pp","9606.ENSP00000405405 (pp) 9606.ENSP00000477725","false","pp","9606.ENSP00000405405 (pp) 9606.ENSP00000477725","0.049",,,,,,,"0.894","0.894"
"pp","9606.ENSP00000295666 (pp) 9606.ENSP00000356954","false","pp","9606.ENSP00000295666 (pp) 9606.ENSP00000356954","0.216",,,,,,,"0.921","0.904"
"pp","9606.ENSP00000295688 (pp) 9606.ENSP00000458162","false","pp","9606.ENSP00000295688 (pp) 9606.ENSP00000458162","0.137",,,"0.922",,,,"0.94","0.191"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000357876","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000357876","0.726",,,"0.998",,,,"0.999","0.721"
"pp","9606.ENSP00000406229 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000406229 (pp) 9606.ENSP00000495360","0.067",,,"0.071",,,,"0.933","0.929"
"pp","9606.ENSP00000295688 (pp) 9606.ENSP00000329915","false","pp","9606.ENSP00000295688 (pp) 9606.ENSP00000329915","0.157",,"0.9",,,,,"0.912",
"pp","9606.ENSP00000295688 (pp) 9606.ENSP00000299300","false","pp","9606.ENSP00000295688 (pp) 9606.ENSP00000299300","0.921",,"0.968","0.995",,,,"0.999","0.986"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000261712","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000261712","0.84",,,"0.996",,,,"0.999","0.572"
"pp","9606.ENSP00000295688 (pp) 9606.ENSP00000350071","false","pp","9606.ENSP00000295688 (pp) 9606.ENSP00000350071","0.055",,,"0.994",,,,"0.994",
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000362688","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000362688","0.296",,"0.9","0.963",,,,"0.999","0.718"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000280326","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000280326","0.695",,,"0.208",,,,"0.806","0.266"
"pp","9606.ENSP00000408005 (pp) 9606.ENSP00000496414","false","pp","9606.ENSP00000408005 (pp) 9606.ENSP00000496414","0.083",,,"0.918",,,,"0.988","0.856"
"pp","9606.ENSP00000295688 (pp) 9606.ENSP00000377958","false","pp","9606.ENSP00000295688 (pp) 9606.ENSP00000377958","0.899","0.095","0.968","0.995",,,,"0.999","0.989"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000272317","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000272317","0.128",,"0.5","0.849",,,,"0.928","0.046"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000307940","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000307940","0.24",,,"0.087",,,,"0.86","0.815"
"pp","9606.ENSP00000408695 (pp) 9606.ENSP00000458162","false","pp","9606.ENSP00000408695 (pp) 9606.ENSP00000458162","0.049",,"0.9","0.161",,,,"0.918","0.095"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000256383","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000256383","0.399",,"0.5","0.977",,,,"0.998","0.86"
"pp","9606.ENSP00000408695 (pp) 9606.ENSP00000426909","false","pp","9606.ENSP00000408695 (pp) 9606.ENSP00000426909","0.042",,,"0.305",,,,"0.97","0.959"
"pp","9606.ENSP00000408695 (pp) 9606.ENSP00000479636","false","pp","9606.ENSP00000408695 (pp) 9606.ENSP00000479636","0.059",,"0.9",,,,,"0.925","0.269"
"pp","9606.ENSP00000295688 (pp) 9606.ENSP00000336799","false","pp","9606.ENSP00000295688 (pp) 9606.ENSP00000336799","0.194",,"0.5","0.605",,,,"0.869","0.278"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000419449","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000419449","0.24",,,"0.917",,,,"0.999","0.999"
"pp","9606.ENSP00000408695 (pp) 9606.ENSP00000497733","false","pp","9606.ENSP00000408695 (pp) 9606.ENSP00000497733","0.091",,,,,,,"0.811","0.801"
"pp","9606.ENSP00000408695 (pp) 9606.ENSP00000478061","false","pp","9606.ENSP00000408695 (pp) 9606.ENSP00000478061",,,"0.75",,,,,"0.908","0.65"
"pp","9606.ENSP00000295688 (pp) 9606.ENSP00000437125","false","pp","9606.ENSP00000295688 (pp) 9606.ENSP00000437125","0.559",,"0.54","0.126",,,"0.043","0.88","0.403"
"pp","9606.ENSP00000408695 (pp) 9606.ENSP00000494750","false","pp","9606.ENSP00000408695 (pp) 9606.ENSP00000494750","0.047",,"0.9","0.162",,,,"0.955","0.507"
"pp","9606.ENSP00000295688 (pp) 9606.ENSP00000360609","false","pp","9606.ENSP00000295688 (pp) 9606.ENSP00000360609","0.635",,"0.72","0.127",,,,"0.94","0.408"
"pp","9606.ENSP00000295688 (pp) 9606.ENSP00000302961","false","pp","9606.ENSP00000295688 (pp) 9606.ENSP00000302961","0.613",,,"0.126",,,"0.043","0.837","0.556"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000499044","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000499044","0.108",,"0.5","0.806",,,,"0.926","0.254"
"pp","9606.ENSP00000410798 (pp) 9606.ENSP00000497910","false","pp","9606.ENSP00000410798 (pp) 9606.ENSP00000497910","0.08",,,"0.977",,,,"0.999","0.972"
"pp","9606.ENSP00000295688 (pp) 9606.ENSP00000361540","false","pp","9606.ENSP00000295688 (pp) 9606.ENSP00000361540","0.12",,,"0.994",,,,"0.995","0.231"
"pp","9606.ENSP00000296026 (pp) 9606.ENSP00000379110","false","pp","9606.ENSP00000296026 (pp) 9606.ENSP00000379110","0.77","0.051","0.9","0.61",,,,"0.996","0.687"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000250784","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000250784","0.11",,"0.5","0.63",,,,"0.82",
"pp","9606.ENSP00000295688 (pp) 9606.ENSP00000339001","false","pp","9606.ENSP00000295688 (pp) 9606.ENSP00000339001","0.258",,,"0.907",,,,"0.944","0.26"
"pp","9606.ENSP00000216455 (pp) 9606.ENSP00000384849","false","pp","9606.ENSP00000216455 (pp) 9606.ENSP00000384849","0.05",,"0.4","0.625",,,,"0.871","0.469"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000296577","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000296577","0.228",,,"0.86",,,,"0.986","0.882"
"pp","9606.ENSP00000411010 (pp) 9606.ENSP00000495273","false","pp","9606.ENSP00000411010 (pp) 9606.ENSP00000495273","0.082",,,"0.976",,,,"0.976",
"pp","9606.ENSP00000296026 (pp) 9606.ENSP00000296027","false","pp","9606.ENSP00000296026 (pp) 9606.ENSP00000296027","0.369","0.075","0.4","0.994",,,,"0.999","0.744"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000354722","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000354722","0.115",,,"0.806",,,"0.12","0.921","0.539"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000426909","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000426909","0.218",,,"0.815",,,,"0.912","0.445"
"pp","9606.ENSP00000411532 (pp) 9606.ENSP00000442068","false","pp","9606.ENSP00000411532 (pp) 9606.ENSP00000442068","0.729",,,,,,,"0.876","0.564"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000326381","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000326381","0.271",,"0.5","0.071",,,,"0.988","0.97"
"pp","9606.ENSP00000408910 (pp) 9606.ENSP00000494750","false","pp","9606.ENSP00000408910 (pp) 9606.ENSP00000494750","0.057",,,"0.895",,,,"0.95","0.542"
"pp","9606.ENSP00000411010 (pp) 9606.ENSP00000478982","false","pp","9606.ENSP00000411010 (pp) 9606.ENSP00000478982","0.149",,,"0.765",,,,"0.801","0.085"
"pp","9606.ENSP00000295688 (pp) 9606.ENSP00000414398","false","pp","9606.ENSP00000295688 (pp) 9606.ENSP00000414398","0.235",,"0.72","0.05",,,"0.042","0.819","0.216"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000331019","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000331019","0.054",,"0.5","0.805",,,,"0.926","0.299"
"pp","9606.ENSP00000411010 (pp) 9606.ENSP00000499044","false","pp","9606.ENSP00000411010 (pp) 9606.ENSP00000499044","0.06",,,"0.954",,,,"0.955",
"pp","9606.ENSP00000411532 (pp) 9606.ENSP00000414109","false","pp","9606.ENSP00000411532 (pp) 9606.ENSP00000414109","0.855",,,,,,,"0.911","0.417"
"pp","9606.ENSP00000296026 (pp) 9606.ENSP00000427279","false","pp","9606.ENSP00000296026 (pp) 9606.ENSP00000427279","0.781","0.051","0.9","0.61",,,,"0.995","0.555"
"pp","9606.ENSP00000411010 (pp) 9606.ENSP00000477848","false","pp","9606.ENSP00000411010 (pp) 9606.ENSP00000477848","0.598",,,"0.991",,,,"0.997","0.295"
"pp","9606.ENSP00000296026 (pp) 9606.ENSP00000306512","false","pp","9606.ENSP00000296026 (pp) 9606.ENSP00000306512","0.652",,"0.4",,,,,"0.895","0.54"
"pp","9606.ENSP00000296027 (pp) 9606.ENSP00000306512","false","pp","9606.ENSP00000296027 (pp) 9606.ENSP00000306512","0.856","0.068","0.4",,,,,"0.951","0.464"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000220849","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000220849","0.189",,"0.9","0.585",,,,"0.992","0.811"
"pp","9606.ENSP00000411532 (pp) 9606.ENSP00000428489","false","pp","9606.ENSP00000411532 (pp) 9606.ENSP00000428489","0.84",,,,,,,"0.958","0.754"
"pp","9606.ENSP00000296027 (pp) 9606.ENSP00000427279","false","pp","9606.ENSP00000296027 (pp) 9606.ENSP00000427279","0.276","0.074","0.4","0.994",,,,"0.998","0.441"
"pp","9606.ENSP00000296509 (pp) 9606.ENSP00000355966","false","pp","9606.ENSP00000296509 (pp) 9606.ENSP00000355966","0.59",,"0.5","0.994",,,,"0.999","0.488"
"pp","9606.ENSP00000216797 (pp) 9606.ENSP00000272317","false","pp","9606.ENSP00000216797 (pp) 9606.ENSP00000272317","0.048",,"0.5","0.969",,,,"0.986","0.168"
"pp","9606.ENSP00000296026 (pp) 9606.ENSP00000360266","false","pp","9606.ENSP00000296026 (pp) 9606.ENSP00000360266","0.106",,"0.9",,,,,"0.932","0.301"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000425561","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000425561","0.198",,"0.5","0.197",,,,"0.987","0.966"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000232905","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000232905","0.148",,,"0.797",,,,"0.897","0.453"
"pp","9606.ENSP00000411532 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000411532 (pp) 9606.ENSP00000481380","0.87",,,,,,,"0.982","0.868"
"pp","9606.ENSP00000296412 (pp) 9606.ENSP00000411821","false","pp","9606.ENSP00000296412 (pp) 9606.ENSP00000411821","0.107",,"0.707",,,,"0.048","0.86","0.506"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000293831","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000293831","0.291",,"0.5","0.223",,,,"0.993","0.978"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000495273","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000495273","0.204",,"0.5","0.895",,,,"0.965","0.271"
"pp","9606.ENSP00000411532 (pp) 9606.ENSP00000499238","false","pp","9606.ENSP00000411532 (pp) 9606.ENSP00000499238","0.999",,,,,,,"0.999","0.795"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000253039","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000253039","0.287",,"0.5","0.87",,,,"0.995","0.914"
"pp","9606.ENSP00000411532 (pp) 9606.ENSP00000418960","false","pp","9606.ENSP00000411532 (pp) 9606.ENSP00000418960","0.382",,,"0.401",,,,"0.836","0.593"
"pp","9606.ENSP00000412292 (pp) 9606.ENSP00000428489","false","pp","9606.ENSP00000412292 (pp) 9606.ENSP00000428489","0.786",,,,,,,"0.849","0.328"
"pp","9606.ENSP00000296027 (pp) 9606.ENSP00000379110","false","pp","9606.ENSP00000296027 (pp) 9606.ENSP00000379110","0.417","0.073","0.4","0.994",,,,"0.999","0.736"
"pp","9606.ENSP00000216797 (pp) 9606.ENSP00000306512","false","pp","9606.ENSP00000216797 (pp) 9606.ENSP00000306512","0.451",,,,,,,"0.887","0.803"
"pp","9606.ENSP00000412292 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000412292 (pp) 9606.ENSP00000481380","0.797",,,,,,,"0.894","0.502"
"pp","9606.ENSP00000414398 (pp) 9606.ENSP00000499129","false","pp","9606.ENSP00000414398 (pp) 9606.ENSP00000499129","0.398",,,"0.476",,,,"0.986","0.96"
"pp","9606.ENSP00000296509 (pp) 9606.ENSP00000300093","false","pp","9606.ENSP00000296509 (pp) 9606.ENSP00000300093","0.542",,"0.5","0.294",,,,"0.933","0.636"
"pp","9606.ENSP00000412292 (pp) 9606.ENSP00000414109","false","pp","9606.ENSP00000412292 (pp) 9606.ENSP00000414109","0.78",,,,,,,"0.832","0.27"
"pp","9606.ENSP00000296412 (pp) 9606.ENSP00000297785","false","pp","9606.ENSP00000296412 (pp) 9606.ENSP00000297785","0.114",,"0.707",,"0.001",,"0.048","0.902","0.653"
"pp","9606.ENSP00000296412 (pp) 9606.ENSP00000367992","false","pp","9606.ENSP00000296412 (pp) 9606.ENSP00000367992","0.633","0.267","0.94","0.438","0.15",,"0.099","0.998","0.847"
"pp","9606.ENSP00000216554 (pp) 9606.ENSP00000362744","false","pp","9606.ENSP00000216554 (pp) 9606.ENSP00000362744","0.202",,"0.5","0.686",,,,"0.867","0.068"
"pp","9606.ENSP00000414303 (pp) 9606.ENSP00000497069","false","pp","9606.ENSP00000414303 (pp) 9606.ENSP00000497069",,,"0.65","0.044",,,,"0.907","0.745"
"pp","9606.ENSP00000296509 (pp) 9606.ENSP00000428489","false","pp","9606.ENSP00000296509 (pp) 9606.ENSP00000428489","0.913",,,"0.058",,,,"0.952","0.466"
"pp","9606.ENSP00000296509 (pp) 9606.ENSP00000377793","false","pp","9606.ENSP00000296509 (pp) 9606.ENSP00000377793","0.67",,,"0.069",,,,"0.802","0.41"
"pp","9606.ENSP00000216797 (pp) 9606.ENSP00000263464","false","pp","9606.ENSP00000216797 (pp) 9606.ENSP00000263464","0.279",,,"0.071",,,,"0.827","0.762"
"pp","9606.ENSP00000296503 (pp) 9606.ENSP00000318195","false","pp","9606.ENSP00000296503 (pp) 9606.ENSP00000318195","0.135",,,"0.058",,,,"0.838","0.818"
"pp","9606.ENSP00000216797 (pp) 9606.ENSP00000356438","false","pp","9606.ENSP00000216797 (pp) 9606.ENSP00000356438","0.126",,,,,,,"0.856","0.843"
"pp","9606.ENSP00000216797 (pp) 9606.ENSP00000306245","false","pp","9606.ENSP00000216797 (pp) 9606.ENSP00000306245","0.156",,,"0.053",,,,"0.808","0.78"
"pp","9606.ENSP00000414109 (pp) 9606.ENSP00000415430","false","pp","9606.ENSP00000414109 (pp) 9606.ENSP00000415430","0.785",,,,,,,"0.889","0.505"
